qiskit,linear,linear_reduced,shp_reduced,mst_reduced,shp,mst,gleinig,dcsp,topdown,bdsp,lowrank,baa,merge,cvoqram,pivot,isometry,svd,ucg
11,117,12,10,10,114,115,5,28,22,25,6,6,5,34,23,11,8,11
11,123,25,14,12,119,117,7,63,22,52,7,7,7,54,22,11,7,11
11,121,14,10,14,117,121,6,56,20,39,7,7,6,42,22,11,7,11
11,120,23,8,12,115,116,6,56,22,39,6,6,6,47,21,11,8,11
11,120,18,14,16,117,119,6,42,20,39,7,7,6,41,26,11,7,11
11,125,18,14,18,118,123,6,63,22,54,7,7,6,53,22,11,7,11
11,121,16,16,23,121,120,8,63,22,55,8,8,8,28,24,11,8,11
11,122,18,12,16,117,123,6,63,17,55,5,5,6,38,20,11,7,11
11,121,18,12,14,116,118,7,42,21,38,6,6,7,30,29,11,8,11
11,117,14,12,14,116,117,7,49,22,39,6,6,7,28,23,11,8,11
11,117,8,4,4,113,119,6,42,22,39,6,6,6,31,30,11,8,11
11,117,12,6,12,114,117,5,42,22,40,5,5,5,26,24,11,7,11
11,117,14,12,12,116,119,6,42,18,41,5,5,6,26,26,11,8,11
11,122,14,8,12,117,124,6,56,22,54,8,8,6,37,31,11,8,11
11,123,10,14,17,120,121,8,63,22,53,8,8,8,45,29,11,8,11
11,122,18,10,14,113,120,5,63,17,53,7,7,5,49,22,11,9,11
11,121,12,6,12,117,122,6,63,22,54,7,7,6,36,28,11,7,11
11,118,17,4,11,115,120,4,28,22,18,6,3,4,15,8,11,8,11
9,121,14,10,14,116,121,5,70,20,53,6,6,5,53,23,9,9,9
11,118,12,12,24,117,116,6,42,22,40,8,8,6,20,15,11,8,11
11,119,11,6,10,114,114,5,35,22,24,7,7,5,35,16,11,9,11
11,119,14,10,10,115,116,5,70,18,55,5,5,5,50,30,11,7,11
11,117,14,14,20,115,117,7,56,18,55,6,6,7,31,21,11,6,11
11,120,23,12,11,116,117,6,56,22,56,5,5,6,25,22,11,7,11
11,116,13,6,13,113,116,4,42,22,39,5,4,4,34,30,11,7,11
11,124,18,14,18,120,126,6,63,20,53,7,7,6,47,21,11,9,11
11,120,24,6,23,115,119,7,42,21,39,5,5,7,23,9,11,7,11
9,117,12,8,12,114,117,5,70,20,53,4,4,5,38,15,9,7,9
11,119,10,10,10,116,117,6,49,18,39,6,6,6,26,15,11,8,11
11,126,20,14,24,119,124,8,49,22,39,7,7,8,31,19,11,7,11
9,124,18,14,18,120,127,6,77,20,55,6,6,6,49,23,9,7,9
11,121,19,8,14,114,118,5,56,22,38,5,5,5,38,21,11,7,11
11,128,20,16,16,122,122,7,63,22,55,7,7,7,41,21,11,7,11
11,118,12,6,26,112,121,5,56,22,39,6,6,5,37,16,11,8,11
11,120,17,10,14,116,118,6,63,21,54,6,6,6,47,21,11,6,11
11,120,18,12,22,117,118,6,49,17,39,5,5,6,37,30,11,7,11
11,119,23,8,18,115,118,5,35,22,24,6,4,5,42,21,11,9,11
11,124,18,14,22,121,122,8,49,20,39,7,7,8,31,15,11,7,11
11,124,14,14,18,120,123,6,70,18,55,6,6,6,50,32,11,7,11
11,122,18,11,12,116,119,8,42,21,39,6,6,8,24,17,11,8,11
11,119,15,10,10,116,116,5,49,22,40,7,7,5,42,21,11,7,11
11,123,9,12,6,118,117,6,49,22,40,7,7,6,38,17,11,7,11
11,124,16,12,14,117,118,7,49,22,38,7,7,7,39,20,11,7,11
11,121,16,8,16,117,123,8,56,22,54,9,9,8,33,25,11,9,11
11,117,12,12,24,118,115,6,42,22,38,6,6,6,20,15,11,8,11
11,121,16,14,20,119,122,9,49,20,39,7,7,9,30,21,11,7,11
11,117,10,10,10,115,118,5,56,22,40,5,5,5,28,22,11,7,11
11,123,18,8,11,115,121,7,63,22,53,7,7,7,37,20,11,8,11
11,122,17,8,14,113,119,5,56,22,40,6,6,5,54,23,11,8,11
11,122,27,23,14,119,118,8,56,22,56,6,6,8,22,23,11,6,11
9,122,16,12,20,118,116,6,49,20,55,6,6,6,27,23,9,6,9
11,122,17,8,12,115,119,5,63,21,53,7,7,5,48,27,11,7,11
11,120,7,10,10,116,116,5,49,22,40,8,8,5,45,24,11,8,11
11,118,14,12,14,115,118,6,56,20,55,6,6,6,31,22,11,6,11
11,120,15,12,14,117,120,8,49,22,40,7,7,8,30,17,11,7,11
11,122,14,14,14,119,121,10,63,22,54,7,7,10,45,29,11,7,11
11,122,8,10,14,115,116,7,49,22,38,7,7,7,34,20,11,7,11
11,125,18,14,18,118,123,6,63,22,54,8,8,6,52,22,11,8,11
11,118,12,14,12,117,120,9,56,22,40,8,8,9,33,19,11,8,11
11,121,14,7,19,117,122,7,56,22,52,6,6,7,34,22,11,8,11
11,123,8,8,8,113,120,5,49,21,40,9,9,5,46,22,11,9,11
11,123,27,10,26,116,124,6,56,22,40,8,8,6,47,23,11,8,11
11,123,16,6,14,113,118,8,42,22,41,7,7,8,23,22,11,7,11
11,121,16,14,12,117,120,7,63,22,54,8,8,7,36,26,11,8,11
9,121,14,4,10,113,116,6,35,20,41,6,6,6,13,23,9,8,9
11,118,14,12,14,116,118,6,63,21,56,6,6,6,34,23,11,6,11
11,121,14,14,14,118,122,6,63,22,56,7,7,6,33,21,11,8,11
11,118,14,12,14,115,118,6,56,20,55,7,7,6,31,22,11,7,11
11,122,14,15,12,116,121,8,42,21,39,6,6,8,23,30,11,8,11
11,119,14,14,25,121,121,6,63,22,53,7,7,6,44,28,11,8,11
11,128,22,14,19,119,117,8,49,21,39,6,6,8,45,20,11,7,11
11,130,26,12,12,116,117,10,63,22,54,7,7,10,45,30,11,7,11
11,120,21,10,10,114,117,9,42,22,39,9,9,9,45,23,11,9,11
11,121,14,13,27,117,120,6,56,22,40,6,6,6,27,21,11,8,11
11,121,17,8,12,115,119,5,63,22,54,8,8,5,53,29,11,8,11
11,120,16,11,12,116,118,8,42,21,39,6,6,8,24,30,11,8,11
11,118,12,6,14,113,118,7,42,22,40,7,7,7,22,23,11,7,11
11,118,14,10,14,119,124,7,56,22,53,7,7,7,37,31,11,7,11
9,115,8,8,12,115,118,5,35,20,40,6,6,5,18,22,9,8,9
11,122,27,10,8,117,115,6,70,22,53,7,7,6,61,22,11,9,11
11,125,19,10,10,116,116,7,70,22,52,6,6,7,58,22,11,8,11
11,120,11,10,25,118,121,7,49,22,38,8,8,7,45,23,11,8,11
11,130,26,12,14,117,119,5,42,21,39,5,5,5,40,32,11,7,11
11,118,6,8,11,114,122,5,28,22,17,6,4,5,20,15,11,8,11
11,119,10,12,20,118,123,7,63,22,53,6,6,7,43,28,11,8,11
11,120,25,12,22,117,119,6,49,22,40,7,7,6,32,23,11,7,11
5,120,14,8,12,115,119,5,63,16,55,7,7,5,30,21,5,9,5
11,123,16,14,20,120,121,8,63,22,56,7,7,8,34,22,11,7,11
11,117,4,13,10,113,121,5,42,22,39,6,6,5,31,28,11,8,11
11,124,15,10,14,114,118,4,42,22,39,5,5,4,51,32,11,6,11
11,127,21,10,12,116,116,7,70,18,53,8,8,7,42,17,11,8,11
9,121,15,10,14,115,121,4,49,17,39,6,6,4,50,15,9,8,9
11,126,20,8,18,116,122,8,56,22,54,8,8,8,35,32,11,8,11
11,122,9,14,6,119,118,7,49,21,39,5,5,7,31,9,11,7,11
11,123,10,8,12,119,119,7,56,22,53,8,8,7,28,16,11,8,11
11,119,12,8,12,121,124,8,49,21,38,4,4,8,39,22,11,8,11
11,120,16,14,21,115,118,8,63,18,53,6,6,8,31,16,11,8,11
11,122,14,7,22,117,119,7,56,22,54,5,5,7,29,23,11,9,11
11,119,16,14,12,119,122,6,49,17,39,4,4,6,32,14,11,7,11
11,119,12,12,12,119,123,6,70,20,53,7,7,6,48,29,11,7,11
11,126,20,14,20,118,121,6,49,21,37,5,5,6,32,28,11,7,11
9,117,12,12,16,115,117,6,49,20,39,6,6,6,23,15,9,8,9
11,126,19,10,12,116,116,7,63,22,52,8,8,7,41,15,11,8,11
9,123,27,6,8,113,115,6,49,20,53,6,6,6,34,29,9,8,9
11,117,12,8,24,116,122,6,42,22,40,7,7,6,27,22,11,7,11
11,122,16,10,18,117,127,8,70,22,56,8,8,8,39,24,11,8,11
11,127,31,8,12,114,118,8,49,22,39,8,8,8,42,18,11,8,11
11,122,16,10,26,118,123,6,56,22,38,6,6,6,37,15,11,8,11
11,122,13,15,12,114,120,7,42,22,41,8,8,7,16,16,11,8,11
11,118,12,6,12,118,120,7,63,22,52,7,4,7,43,28,11,8,11
11,118,13,7,20,116,118,6,42,22,40,6,6,6,27,24,11,8,11
11,117,12,10,16,114,115,5,35,18,25,5,5,5,24,13,11,7,11
11,123,6,10,6,117,123,6,56,20,53,7,7,6,43,30,11,7,11
11,126,18,14,16,122,123,6,49,22,38,7,7,6,51,24,11,7,11
9,116,12,10,26,116,121,6,56,20,53,8,8,6,35,22,9,8,9
11,122,18,14,22,118,124,9,63,20,53,6,6,9,31,14,11,6,11
11,122,17,10,10,117,117,5,49,21,38,6,6,5,51,20,11,8,11
11,120,16,10,14,117,118,6,42,21,39,6,6,6,41,24,11,7,11
11,121,16,6,19,117,122,7,49,22,41,8,8,7,31,16,11,8,11
11,120,13,10,13,114,120,7,49,22,39,5,5,7,44,31,11,7,11
11,126,14,12,8,117,119,6,42,21,38,5,5,6,39,31,11,7,11
11,118,10,8,9,114,115,5,35,22,24,7,7,5,17,13,11,9,11
11,119,14,6,14,113,119,6,56,22,39,6,6,6,46,16,11,8,11
11,122,16,18,18,120,121,7,49,22,41,8,8,7,28,24,11,8,11
11,119,12,12,19,117,122,8,63,22,53,6,6,8,43,30,11,8,11
11,121,16,8,16,115,121,7,56,22,54,7,7,7,35,24,11,5,11
11,117,8,6,8,114,116,6,56,18,53,7,7,6,33,21,11,7,11
9,119,10,6,22,115,117,6,42,20,39,7,7,6,33,22,9,7,9
9,122,10,12,12,117,120,6,56,20,39,8,8,6,44,24,9,8,9
11,118,8,15,12,115,120,6,42,22,40,8,8,6,25,22,11,8,11
11,122,25,10,14,116,122,5,49,22,41,5,5,5,31,24,11,7,11
9,119,16,12,16,116,118,7,49,20,39,6,6,7,31,20,9,8,9
11,124,12,14,10,121,129,7,63,22,54,8,8,7,41,22,11,8,11
11,119,6,10,6,116,122,5,49,22,38,6,6,5,42,27,11,8,11
11,120,14,12,14,116,117,7,49,18,41,6,6,7,24,13,11,6,11
11,124,18,12,10,118,116,6,49,22,40,8,8,6,44,24,11,8,11
11,117,14,8,14,115,117,5,56,22,55,7,7,5,27,22,11,9,11
11,120,13,10,13,114,120,7,49,22,39,5,5,7,43,31,11,8,11
11,116,10,10,10,115,120,5,42,22,40,7,7,5,28,23,11,7,11
11,120,25,10,17,115,116,7,42,22,41,8,8,7,15,24,11,8,11
11,118,12,12,12,117,118,7,42,22,39,8,8,7,26,22,11,8,11
11,115,12,10,10,114,112,5,28,18,16,5,5,5,23,14,11,7,11
11,127,21,16,20,119,124,7,63,21,55,6,6,7,38,20,11,6,11
5,118,10,6,8,113,118,5,70,16,57,6,6,5,27,22,5,9,5
11,124,18,14,22,121,122,8,49,20,39,8,8,8,32,15,11,8,11
11,120,15,10,12,114,124,5,49,22,39,7,7,5,42,16,11,9,11
11,114,10,4,10,113,114,6,35,22,25,7,7,6,20,17,11,9,11
11,123,16,14,10,117,116,6,70,20,55,7,7,6,45,22,11,7,11
11,124,12,10,10,116,118,5,56,22,54,8,8,5,46,33,11,8,11
11,119,23,10,4,115,116,4,35,22,25,6,3,4,15,8,11,9,11
11,122,14,10,13,115,118,7,35,22,25,6,4,7,28,19,11,8,11
11,119,12,6,23,115,118,5,49,22,40,8,8,5,22,17,11,8,11
11,120,16,12,16,116,118,5,56,22,40,6,6,5,42,25,11,8,11
11,122,16,10,10,117,118,6,56,18,41,6,6,6,38,20,11,8,11
11,128,33,8,12,115,119,8,49,21,39,6,6,8,51,17,11,8,11
11,117,14,12,14,114,117,7,49,22,40,7,7,7,22,21,11,7,11
11,120,5,8,8,115,119,4,70,22,54,6,6,4,50,24,11,8,11
11,118,14,12,6,117,118,5,56,22,54,5,5,5,22,16,11,7,11
11,120,6,8,14,113,120,4,56,22,40,6,6,4,51,24,11,8,11
11,121,15,14,14,118,118,6,63,22,54,8,8,6,40,24,11,8,11
11,117,12,12,12,117,119,4,56,22,52,6,6,4,35,28,11,8,11
11,115,14,6,14,114,115,9,49,21,41,9,9,9,33,24,11,9,11
11,122,18,10,23,117,123,6,56,22,38,6,6,6,51,24,11,8,11
11,126,22,10,14,116,117,7,49,21,38,6,6,7,40,26,11,8,11
11,123,16,16,22,121,124,8,63,22,56,7,7,8,31,21,11,7,11
11,122,10,12,10,117,121,8,49,20,39,8,8,8,39,21,11,8,11
11,121,14,8,8,115,121,6,63,22,54,8,8,6,30,20,11,8,11
11,126,22,14,18,121,126,7,63,22,55,6,6,7,38,22,11,8,11
11,121,16,14,20,119,122,9,49,20,39,6,6,9,29,21,11,7,11
11,122,27,14,25,118,122,6,56,22,52,5,5,6,36,15,11,7,11
11,121,10,8,12,117,120,7,56,22,53,8,8,7,37,27,11,8,11
11,123,8,8,12,118,119,7,56,22,53,7,7,7,37,27,11,7,11
11,122,16,14,20,117,121,7,56,20,53,7,7,7,27,18,11,7,11
11,123,27,12,10,117,116,6,56,22,53,7,7,6,44,23,11,8,11
11,122,15,12,19,117,119,6,63,17,55,5,5,6,38,21,11,7,11
5,119,4,6,4,113,119,5,70,16,57,6,6,5,27,22,5,9,5
5,119,4,6,4,113,114,5,70,16,57,6,6,5,27,22,5,9,5
11,128,14,12,11,117,122,7,56,22,54,7,7,7,48,31,11,7,11
11,125,18,10,12,116,118,9,63,18,55,7,7,9,44,30,11,7,11
11,122,16,8,12,114,118,6,63,18,53,6,6,6,49,27,11,8,11
5,117,10,6,9,113,120,3,49,16,39,5,5,3,35,27,5,8,5
11,122,18,10,14,113,119,5,49,20,39,7,7,5,39,23,11,9,11
11,120,25,10,17,115,119,7,42,22,41,8,8,7,15,24,11,8,11
11,119,12,8,12,117,119,6,49,22,40,8,8,6,38,24,11,8,11
11,122,15,17,15,121,123,6,56,22,55,7,7,6,28,27,11,9,11
11,120,25,10,22,117,122,5,49,22,38,6,4,5,61,31,11,8,11
11,127,18,10,18,119,129,8,63,22,54,7,7,8,41,22,11,7,11
11,126,20,14,14,116,121,6,63,19,55,7,7,6,34,20,11,7,11
11,119,16,10,26,116,121,7,63,22,55,8,8,7,41,25,11,8,11
9,123,14,10,14,113,120,5,56,20,53,6,6,5,41,24,9,8,9
11,123,6,10,18,118,124,5,56,22,39,5,5,5,29,14,11,7,11
11,120,16,8,14,114,118,5,21,22,18,5,4,5,34,23,11,8,11
11,122,16,10,18,118,123,7,56,20,53,9,9,7,41,26,11,9,11
11,120,18,10,14,114,121,5,49,18,39,3,3,5,42,30,11,6,11
11,125,20,10,12,117,118,7,70,22,54,7,7,7,49,24,11,7,11
11,122,25,26,26,121,121,6,56,18,55,5,5,6,34,24,11,8,11
11,127,13,14,8,120,115,7,63,21,54,7,7,7,47,24,11,7,11
11,117,12,10,8,117,121,6,42,22,40,7,7,6,30,22,11,7,11
11,121,15,8,23,115,119,8,49,21,39,6,6,8,28,10,11,8,11
11,117,12,10,10,113,115,5,28,22,25,7,4,5,15,7,11,9,11
11,121,16,8,16,117,126,6,49,22,38,7,7,6,33,17,11,7,11
11,122,14,7,15,117,125,6,56,22,40,7,7,6,27,15,11,8,11
11,117,23,21,24,118,118,5,42,18,41,6,6,5,34,25,11,8,11
11,126,20,14,22,118,124,9,49,22,39,6,6,9,28,14,11,6,11
11,128,24,18,18,121,126,7,63,21,55,6,6,7,40,21,11,4,11
11,118,12,8,16,114,120,5,63,22,52,7,4,5,36,31,11,9,11
11,125,12,14,10,118,116,7,49,22,39,6,6,7,45,23,11,8,11
11,117,14,10,15,115,115,5,35,18,25,5,5,5,27,13,11,8,11
11,119,15,12,14,115,117,8,42,18,39,8,8,8,24,20,11,8,11
11,120,14,10,10,118,122,7,70,22,53,7,7,7,41,17,11,7,11
11,126,11,14,11,121,126,9,49,22,39,8,8,9,47,22,11,8,11
11,127,18,12,12,116,117,6,70,20,55,8,8,6,44,21,11,9,11
11,120,15,12,14,117,118,8,42,22,40,8,8,8,29,15,11,8,11
11,119,14,14,10,118,118,9,70,22,56,6,6,9,37,23,11,6,11
9,122,16,14,14,117,121,7,49,20,39,6,6,7,32,16,9,8,9
9,122,7,12,4,118,117,5,77,20,54,4,4,5,54,23,9,8,9
11,126,20,10,14,117,119,6,49,21,40,9,9,6,39,22,11,9,11
11,120,13,8,12,114,124,3,63,22,53,5,5,3,61,30,11,8,11
11,121,14,8,14,118,119,8,49,21,38,6,6,8,37,27,11,8,11
11,123,16,6,14,118,122,7,49,22,41,8,8,7,32,23,11,8,11
11,126,18,14,16,122,121,6,49,22,38,7,7,6,51,24,11,7,11
11,121,8,8,19,117,119,6,42,22,38,5,5,6,29,21,11,8,11
11,126,10,12,16,121,122,8,63,22,54,8,8,8,42,22,11,8,11
11,120,18,12,14,117,118,6,49,17,39,5,5,6,33,14,11,7,11
11,122,16,10,14,114,121,5,49,18,37,5,5,5,49,28,11,7,11
11,121,21,10,10,116,116,8,56,22,53,7,7,8,45,23,11,7,11
11,123,10,8,14,118,115,7,42,22,38,6,6,7,29,21,11,8,11
11,117,10,10,10,116,119,5,42,22,40,8,8,5,19,14,11,8,11
11,120,23,6,12,114,116,7,56,22,54,6,6,7,30,29,11,8,11
11,122,16,13,20,118,119,8,56,22,55,8,8,8,36,23,11,8,11
11,123,16,14,22,118,122,6,63,19,55,6,6,6,38,21,11,6,11
11,118,8,6,10,115,119,5,35,22,24,7,4,5,28,15,11,9,11
11,125,12,12,14,120,122,6,56,20,39,7,7,6,38,23,11,7,11
11,120,25,14,14,118,122,6,49,22,40,7,7,6,22,23,11,7,11
11,115,23,21,24,116,115,7,42,18,39,8,8,7,34,22,11,8,11
11,117,14,12,14,114,117,8,49,22,40,8,8,8,22,21,11,8,11
9,120,13,10,8,113,119,7,49,20,54,6,6,7,22,16,9,8,9
9,119,4,6,4,114,119,5,49,20,54,6,6,5,27,22,9,7,9
11,125,14,12,8,117,119,6,42,21,38,6,6,6,39,32,11,8,11
11,124,15,10,14,114,118,4,42,22,39,6,6,4,50,32,11,6,11
11,126,18,16,14,121,127,7,56,22,55,8,8,7,36,24,11,8,11
11,118,12,6,13,115,118,7,42,22,40,8,8,7,22,23,11,8,11
11,121,16,10,14,116,119,6,42,21,39,5,5,6,36,29,11,7,11
5,120,11,20,17,119,118,5,42,16,41,7,7,5,6,16,5,9,5
11,116,11,11,11,116,118,4,21,22,17,5,5,4,13,8,11,7,11
11,118,10,6,16,114,120,5,56,22,53,7,7,5,39,23,11,9,11
11,125,9,10,10,119,122,6,49,21,40,9,9,6,52,22,11,9,11
11,118,10,10,10,117,120,5,49,22,40,8,8,5,30,20,11,8,11
11,124,12,14,8,120,117,9,49,21,38,6,6,9,48,15,11,8,11
11,123,10,8,19,119,120,7,42,22,38,6,6,7,35,15,11,8,11
11,123,16,6,13,115,118,9,42,22,41,7,7,9,32,23,11,7,11
11,127,21,12,8,119,113,5,56,22,53,6,6,5,52,24,11,7,11
11,121,14,14,14,119,120,8,63,22,53,6,6,8,33,15,11,8,11
11,117,14,8,14,115,117,5,56,22,55,7,7,5,26,22,11,9,11
11,126,18,14,16,121,123,7,63,22,52,7,7,7,52,21,11,7,11
11,121,12,12,10,117,118,6,70,18,55,6,6,6,44,21,11,8,11
11,122,16,10,14,115,116,7,63,22,54,7,7,7,38,31,11,7,11
11,121,16,14,16,116,123,7,63,22,54,9,9,7,29,22,11,9,11
11,121,10,14,14,120,123,7,63,22,53,6,6,7,39,26,11,8,11
11,120,27,12,23,117,118,7,42,22,41,7,7,7,16,23,11,7,11
11,125,14,12,8,117,118,6,42,21,38,6,6,6,39,32,11,8,11
11,126,29,12,8,118,114,5,42,22,39,6,6,5,53,26,11,7,11
11,119,13,8,14,116,122,5,70,22,53,7,7,5,54,24,11,9,11
11,123,18,14,14,120,129,8,70,22,55,7,7,8,46,23,11,5,11
11,122,16,8,10,115,122,8,56,22,55,8,8,8,24,17,11,8,11
11,118,22,8,6,114,111,4,21,22,17,6,3,4,37,22,11,8,11
11,124,12,14,12,121,124,7,63,22,54,8,8,7,41,22,11,8,11
3,119,11,6,10,113,114,3,77,14,57,1,1,3,34,22,3,8,3
11,123,18,8,18,117,123,6,56,22,54,8,8,6,34,32,11,8,11
11,123,16,12,12,119,122,6,49,22,40,7,7,6,29,23,11,7,11
5,116,10,10,9,114,116,5,49,16,41,7,7,5,22,16,5,9,5
11,116,10,6,10,114,116,5,28,22,17,6,6,5,28,14,11,8,11
11,122,16,14,22,117,122,7,63,22,54,7,7,7,30,15,11,7,11
11,121,15,10,16,114,121,5,56,22,52,7,7,5,44,33,11,9,11
11,118,17,4,11,115,120,4,28,22,18,6,3,4,15,8,11,8,11
11,126,19,12,8,118,114,8,63,22,53,8,8,8,59,23,11,8,11
11,126,22,16,18,119,123,8,49,21,37,6,6,8,38,27,11,8,11
11,119,12,12,12,117,116,5,42,22,40,5,5,5,19,22,11,7,11
11,117,14,6,14,115,117,7,42,22,40,8,8,7,39,24,11,8,11
11,117,12,10,7,114,114,5,28,22,24,7,4,5,14,14,11,9,11
11,122,16,13,27,118,116,8,56,22,55,8,8,8,37,23,11,8,11
11,120,25,12,20,120,119,6,70,22,54,8,8,6,50,21,11,8,11
11,123,16,10,14,115,117,7,56,22,54,8,8,7,37,21,11,8,11
11,123,16,14,10,117,116,6,70,20,55,7,7,6,46,22,11,7,11
11,119,12,6,10,113,119,5,35,22,24,7,7,5,28,14,11,9,11
11,115,14,12,16,114,116,6,42,18,39,5,5,6,27,14,11,7,11
11,119,16,10,26,117,117,6,63,22,54,7,7,6,42,27,11,7,11
11,117,14,12,14,115,117,8,49,22,40,8,8,8,34,25,11,8,11
11,121,12,12,10,115,118,7,42,22,40,7,7,7,20,17,11,7,11
11,115,12,12,11,116,117,6,56,22,56,4,4,6,28,24,11,7,11
9,116,12,10,10,115,116,5,56,20,53,5,5,5,26,14,9,7,9
11,117,14,6,14,114,117,5,42,18,41,5,5,5,32,24,11,7,11
11,118,10,6,13,115,118,7,42,22,40,8,8,7,25,23,11,8,11
11,118,14,10,14,115,123,7,63,20,53,7,7,7,41,16,11,9,11
11,114,10,8,9,114,116,5,35,22,24,6,4,5,21,15,11,9,11
11,117,14,8,14,115,117,10,49,21,39,6,6,10,27,18,11,8,11
11,121,19,14,16,118,118,6,70,22,56,5,5,6,38,22,11,8,11
11,122,9,14,10,118,116,6,42,22,40,7,7,6,40,21,11,7,11
11,116,10,8,9,114,114,5,28,22,17,6,6,5,17,13,11,8,11
11,122,27,23,20,119,120,8,56,22,56,9,9,8,22,23,11,8,11
11,120,14,12,10,118,123,8,56,22,39,8,8,8,45,22,11,8,11
11,119,11,6,10,114,119,5,35,22,24,7,7,5,35,16,11,9,11
11,126,20,18,21,121,122,7,49,20,39,7,7,7,29,18,11,7,11
11,117,14,6,14,114,117,7,42,22,40,9,9,7,27,23,11,9,11
11,131,26,12,12,117,121,5,42,21,39,6,6,5,40,31,11,8,11
11,118,15,10,10,116,117,5,63,22,54,8,8,5,42,20,11,8,11
11,126,20,16,18,123,119,8,70,22,55,8,8,8,44,22,11,8,11
11,121,16,8,20,116,120,9,70,22,56,6,6,9,35,25,11,6,11
11,126,20,14,24,119,124,8,49,22,39,7,7,8,31,19,11,7,11
11,117,4,6,10,114,122,5,42,22,39,6,6,5,30,29,11,8,11
11,122,25,6,23,113,118,5,42,22,40,9,9,5,28,20,11,9,11
11,124,19,10,14,116,117,7,49,21,38,6,6,7,48,17,11,8,11
11,122,27,12,20,119,118,6,56,22,52,6,6,6,50,33,11,8,11
11,121,23,10,13,116,117,6,49,22,40,7,7,6,25,23,11,7,11
11,119,10,16,14,119,121,6,56,20,39,7,7,6,35,22,11,7,11
9,124,10,14,12,118,121,6,70,20,53,7,7,6,55,32,9,7,9
11,121,12,8,12,117,122,6,70,22,56,5,5,6,36,25,11,8,11
11,127,22,12,16,116,119,6,56,22,54,8,8,6,38,31,11,8,11
11,122,15,8,12,113,119,5,63,21,54,9,9,5,54,31,11,9,11
11,126,20,12,17,117,121,8,49,21,39,4,4,8,38,33,11,7,11
