qiskit,shp_reduced,gleinig,topdown,dcsp,bdsp,merge,cvoqram,pivot,isometry
1013,4128,2157,2026,3822,2825,2157,2723,19599,1013
1013,3670,2029,2026,3724,2756,2029,2531,19164,1013
1013,3983,2064,2026,3465,2576,2064,2698,20518,1013
1013,3802,2111,2026,3885,2787,2111,2735,18926,1013
1013,3993,1986,2026,3724,2706,1986,2739,20721,1013
1013,4076,2252,2026,3773,2737,2252,2664,19372,1013
1013,4110,2041,2026,3591,2626,2041,2560,20479,1013
1013,3986,2008,2026,3766,2726,2008,2705,19391,1013
1013,3991,2152,2026,3437,2667,2152,2644,20947,1013
1013,4269,1970,2026,3479,2703,1970,2644,19609,1013
1013,4248,2107,2026,3780,2772,2107,2746,19836,1013
1013,4087,1851,2026,3857,2747,1851,2703,20257,1013
1013,3769,1945,2026,3661,2597,1945,2544,19606,1013
1013,4266,2022,2026,3815,2736,2022,2641,19600,1013
1013,4101,2134,2026,3605,2686,2134,2704,20291,1013
1013,3865,1944,2026,3675,2674,1944,2714,19818,1013
1013,3567,1925,2026,3612,2641,1925,2581,18923,1013
1013,4080,2054,2026,3759,2673,2054,2754,20050,1013
1013,4355,2172,2026,3528,2790,2172,2651,18695,1013
1013,4138,2077,2026,3822,2728,2077,2781,20506,1013
1013,3799,1891,2026,3619,2708,1891,2581,20500,1013
1013,3987,2052,2026,3696,2699,2052,2643,19381,1013
1013,4290,2066,2026,3892,2618,2066,2612,19168,1013
1013,4078,1911,2026,3822,2796,1911,2735,19196,1013
1013,4185,1978,2026,3815,2742,1978,2804,19371,1013
1013,3964,2031,2026,3731,2815,2031,2656,19605,1013
1013,3722,2076,2026,3626,2784,2076,2672,19600,1013
1013,3795,1977,2026,3836,2723,1977,2679,19390,1013
1013,4030,1948,2026,3892,2767,1948,2655,19806,1013
1013,4218,2071,2026,3899,2668,2071,2717,18261,1013
1013,3818,2055,2026,3948,2685,2055,2709,20254,1013
1013,4116,1891,2026,3836,2730,1891,2608,20078,1013
1013,4051,2054,2026,3731,2669,2054,2715,20278,1013
1013,3851,2015,2026,3619,2648,2015,2540,19168,1013
1013,3926,2140,2026,3584,2580,2140,2782,20516,1013
1013,3765,2076,2026,3465,2643,2076,2548,19805,1013
1013,3927,1972,2026,3724,2664,1972,2552,19574,1013
1013,4533,2039,2026,3619,2754,2039,2700,20285,1013
1013,3977,2169,2026,3591,2720,2169,2638,19833,1013
1013,4303,2082,2026,3444,2601,2082,2707,20075,1013
1013,3862,2011,2026,3843,2759,2011,2658,19386,1013
1013,4077,2190,2026,3759,2798,2190,2705,20051,1013
1013,4324,2109,2026,3633,2733,2109,2656,19613,1013
1013,4182,1950,2026,3731,2811,1950,2618,20714,1013
1013,4414,2069,2026,3416,2734,2069,2569,19382,1013
1013,3931,2031,2026,3668,2707,2031,2725,20505,1013
1013,4113,1945,2026,3493,2597,1945,2552,18927,1013
1013,4183,2030,2026,3619,2680,2030,2725,20039,1013
1013,3964,2038,2026,3675,2708,2038,2604,19620,1013
1013,4125,1972,2026,3647,2629,1972,2602,18939,1013
1013,4107,2056,2026,3570,2669,2056,2723,19817,1013
1013,4311,2020,2026,3612,2649,2020,2695,20065,1013
1013,4106,2125,2026,3647,2779,2125,2643,20058,1013
1013,3946,1978,2026,3598,2552,1978,2692,20048,1013
1013,4225,1975,2026,3654,2715,1975,2850,19615,1013
1013,4402,1877,2026,3724,2781,1877,2922,20055,1013
1013,3771,2051,2026,3584,2619,2051,2716,19823,1013
1013,3960,2064,2026,3836,2753,2064,2672,19580,1013
1013,4086,2082,2026,3584,2750,2082,2741,20934,1013
1013,3977,2196,2026,3486,2644,2196,2698,20736,1013
1013,4342,2139,2026,3815,2691,2139,2773,19833,1013
1013,3946,2053,2026,3654,2757,2053,2570,18939,1013
1013,4331,2017,2026,3465,2632,2017,2540,18931,1013
1013,3879,1990,2026,3745,2679,1990,2677,19874,1013
1013,4285,2018,2026,3899,2678,2018,2544,20937,1013
1013,4293,2092,2026,3472,2634,2092,2630,20737,1013
1013,3878,2092,2026,3731,2739,2092,2598,18446,1013
1013,4159,1934,2026,3696,2722,1934,2781,19836,1013
1013,4057,2131,2026,3738,2726,2131,2663,20056,1013
1013,4171,2059,2026,3836,2732,2059,2827,20707,1013
1013,4024,2002,2026,3577,2672,2002,2781,19611,1013
1013,3918,1979,2026,3542,2704,1979,2704,19594,1013
1013,3938,1973,2026,3801,2683,1973,2678,20043,1013
1013,3981,2095,2026,4046,2708,2095,2928,19622,1013
1013,3723,2045,2026,3773,2794,2045,2711,17800,1013
1013,4100,2074,2026,3759,2757,2074,2719,19159,1013
1013,4268,2055,2026,3738,2730,2055,2764,21164,1013
1013,3961,2152,2026,3640,2671,2152,2775,19154,1013
1013,3931,2062,2026,3514,2713,2062,2657,20258,1013
1013,3882,2090,2026,3647,2723,2090,2518,19610,1013
1013,3991,1983,2026,3920,2628,1983,2588,20518,1013
1013,4043,2103,2026,3815,2812,2103,2724,20278,1013
1013,4396,2075,2026,3535,2728,2075,2725,20508,1013
1013,4113,1960,2026,3612,2647,1960,2586,19830,1013
1013,3908,1984,2026,3528,2672,1984,2436,18924,1013
1013,3953,2014,2026,3633,2629,2014,2606,20055,1013
1013,3728,1884,2026,3752,2752,1884,2804,19838,1013
1013,4037,2042,2026,3766,2754,2042,2735,19368,1013
1013,4090,2015,2026,3717,2721,2015,2699,19825,1013
1013,4172,1930,2026,3591,2795,1930,2579,20065,1013
1013,4176,2000,2026,3710,2663,2000,2821,20741,1013
1013,3632,1977,2026,3563,2578,1977,2776,20062,1013
1013,4407,2062,2026,3808,2720,2062,2822,19374,1013
1013,4271,1964,2026,3577,2629,1964,2556,19392,1013
1013,4197,2101,2026,3731,2726,2101,2665,19627,1013
1013,3983,2017,2026,3752,2694,2017,2562,20511,1013
1013,4152,2018,2026,3605,2745,2018,2610,19598,1013
1013,4212,2001,2026,3675,2757,2001,2527,20260,1013
1013,4010,2137,2026,3521,2588,2137,2504,19582,1013
1013,4161,2177,2026,3731,2711,2177,2890,21152,1013
1013,3912,2055,2026,3780,2597,2055,2658,18940,1013
1013,3755,2050,2026,3465,2713,2050,2552,19814,1013
1013,4045,2039,2026,3822,2805,2039,2582,19373,1013
1013,3999,2107,2026,3626,2730,2107,2638,19597,1013
1013,3996,2057,2026,3766,2742,2057,2601,19627,1013
1013,3912,2075,2026,3745,2721,2075,2685,19834,1013
1013,3709,2054,2026,3311,2779,2054,2567,19838,1013
1013,4164,2043,2026,3885,2671,2043,2736,18930,1013
1013,4374,2112,2026,3752,2783,2112,2725,20516,1013
1013,3945,1992,2026,3542,2665,1992,2595,17362,1013
1013,3858,2000,2026,3731,2523,2000,2564,18510,1013
1013,4260,2010,2026,3626,2671,2010,2762,19829,1013
1013,4115,2121,2026,3556,2720,2121,2667,18933,1013
1013,4114,2008,2026,3528,2631,2008,2668,20263,1013
1013,4036,2010,2026,3570,2643,2010,2741,20060,1013
1013,4616,1961,2026,3402,2553,1961,2510,18042,1013
1013,4078,2156,2026,3689,2717,2156,2764,20956,1013
1013,4008,2097,2026,3633,2672,2097,2723,18927,1013
1013,4354,2002,2026,3759,2806,2002,2838,19841,1013
1013,4113,2068,2026,3465,2576,2068,2667,20507,1013
1013,4311,2042,2026,3773,2778,2042,2585,19165,1013
1013,4033,2025,2026,3570,2681,2025,2658,20050,1013
1013,4135,2138,2026,3647,2700,2138,2602,19361,1013
1013,4028,2007,2026,3528,2628,2007,2619,19610,1013
1013,4083,2009,2026,3682,2702,2009,2726,19795,1013
1013,3929,2206,2026,3731,2733,2206,2719,19380,1013
1013,3649,2018,2026,3815,2625,2018,2741,19829,1013
1013,4014,1844,2026,3591,2727,1844,2660,20923,1013
1013,4168,1994,2026,3892,2784,1994,2702,19583,1013
1013,4101,2132,2026,3514,2716,2132,2591,19610,1013
1013,3834,2012,2026,3416,2620,2012,2528,19131,1013
1013,4035,2022,2026,3724,2726,2022,2678,20289,1013
1013,4123,1891,2026,3815,2726,1891,2643,19388,1013
1013,3963,2013,2026,3703,2660,2013,2781,19610,1013
1013,3955,2050,2026,3745,2776,2050,2759,20723,1013
1013,4074,1957,2026,3605,2659,1957,2674,20020,1013
1013,4058,2100,2026,3780,2752,2100,2701,19569,1013
1013,4009,1992,2026,3780,2722,1992,2695,20037,1013
1013,3923,2023,2026,3591,2625,2023,2542,19145,1013
1013,4466,1926,2026,3619,2678,1926,2833,19819,1013
1013,3561,1982,2026,3843,2655,1982,2782,21170,1013
1013,3921,2081,2026,3640,2644,2081,2781,20474,1013
1013,4425,2089,2020,3661,2716,2089,2743,19595,1013
1013,3740,2116,2026,3745,2627,2116,2747,19142,1013
1013,4170,1949,2026,3752,2690,1949,2766,21403,1013
1013,3969,2021,2026,3598,2518,2021,2673,17330,1013
1013,3892,2106,2026,3773,2727,2106,2641,19160,1013
1013,4242,2033,2026,3549,2742,2033,2699,19427,1013
1013,4330,2030,2026,3689,2695,2030,2716,18924,1013
1013,3948,2125,2026,3507,2563,2125,2690,20482,1013
1013,4076,1997,2026,3647,2672,1997,2662,20510,1013
1013,3834,2165,2026,3451,2512,2165,2721,20054,1013
1013,4064,2183,2026,3626,2721,2183,2779,20258,1013
1013,4107,2113,2026,3675,2704,2113,2593,19394,1013
1013,4255,2148,2026,3542,2738,2148,2642,20050,1013
1013,3861,1911,2026,3262,2645,1911,2434,19158,1013
1013,4175,2001,2026,3542,2756,2001,2708,20737,1013
1013,4189,1961,2026,3619,2759,1961,2649,20955,1013
1013,4310,2138,2026,3745,2701,2138,2737,20278,1013
1013,4061,2022,2026,3619,2695,2022,2690,20487,1013
1013,3988,2045,2026,3766,2787,2045,2663,19398,1013
1013,4175,2005,2026,3472,2698,2005,2607,21173,1013
1013,4296,2126,2026,3857,2717,2126,2599,20270,1013
1013,4291,1894,2026,3458,2679,1894,2706,20506,1013
1013,3744,2093,2026,3619,2630,2093,2584,19169,1013
1013,4426,1968,2026,3444,2584,1968,2720,20044,1013
1013,3991,2118,2026,3626,2630,2118,2457,18922,1013
1013,4154,2185,2026,3661,2769,2185,2578,19825,1013
1013,4021,2075,2026,3773,2772,2075,2685,20291,1013
1013,4506,2034,2026,3948,2760,2034,2652,20510,1013
1013,4374,2018,2026,3745,2718,2018,2570,18943,1013
1013,4144,1943,2026,3787,2764,1943,2743,19631,1013
1013,4180,1979,2026,3472,2722,1979,2510,19858,1013
1013,4132,1966,2026,3871,2639,1966,2681,18704,1013
1013,3916,1981,2026,3633,2712,1981,2763,19608,1013
1013,4025,1958,2026,3815,2616,1958,2665,20064,1013
1013,4163,1855,2026,3444,2460,1855,2580,19617,1013
1013,4259,2053,2026,3584,2697,2053,2609,19180,1013
1013,3893,2014,2026,3773,2788,2014,2608,18231,1013
1013,4138,2050,2026,3822,2755,2050,2674,19827,1013
1013,4067,1987,2026,3500,2680,1987,2566,19601,1013
1013,3827,2019,2026,3689,2743,2019,2542,19364,1013
1013,3936,1989,2026,3892,2757,1989,2799,19357,1013
1013,4005,2004,2026,3661,2785,2004,2742,19599,1013
1013,3760,2057,2026,3521,2706,2057,2630,19579,1013
1013,4191,2048,2026,3703,2581,2048,2807,19607,1013
1013,4205,1959,2026,3654,2727,1959,2639,19822,1013
1013,4169,2147,2026,3640,2759,2147,2724,20244,1013
1013,3796,2002,2026,3654,2706,2002,2581,20260,1013
1013,3854,2054,2026,3598,2724,2054,2765,20295,1013
1013,3927,1994,2026,3787,2786,1994,2703,19358,1013
1013,3983,2085,2026,3717,2770,2085,2769,20071,1013
1013,3998,1950,2026,3612,2653,1950,2605,20266,1013
1013,4026,1943,2026,4004,2783,1943,2692,20482,1013
1013,4021,1970,2026,3682,2745,1970,2636,19604,1013
1013,4084,2080,2026,3731,2817,2080,2651,19593,1013
1013,3874,2053,2026,3703,2596,2053,2789,21409,1013
1013,3796,1941,2026,3619,2744,1941,2771,20275,1013
1013,3960,2014,2026,3752,2679,2014,2564,19816,1013
1013,3862,2075,2026,3661,2776,2075,2803,19626,1013
1013,3910,2065,2026,3682,2732,2065,2703,19150,1013
1013,4299,2061,2026,3752,2731,2061,2784,21181,1013
1013,4165,2010,2026,3962,2711,2010,2829,19821,1013
1013,4237,2092,2026,3556,2613,2092,2783,18480,1013
1013,4190,1963,2026,3535,2634,1963,2699,19600,1013
1013,3800,1954,2026,3521,2646,1954,2501,18491,1013
1013,3938,2031,2026,3577,2672,2031,2602,20476,1013
1013,4297,2150,2026,3654,2621,2150,2637,20522,1013
1013,4225,2138,2026,3703,2766,2138,2654,19633,1013
1013,4167,2048,2026,3724,2743,2048,2667,19594,1013
1013,4055,2068,2026,3556,2629,2068,2612,20728,1013
1013,4045,2116,2026,3458,2647,2116,2660,20759,1013
1013,4033,2196,2026,3542,2672,2196,2561,18943,1013
1013,4110,2126,2026,3752,2676,2126,2646,19620,1013
1013,3841,1993,2026,3654,2759,1993,2727,20926,1013
1013,4162,2019,2026,3626,2702,2019,2626,19130,1013
1013,4146,1998,2026,3521,2756,1998,2599,19167,1013
1013,4341,2092,2026,3472,2725,2092,2556,19591,1013
1013,3978,2162,2026,3507,2618,2162,2617,19820,1013
1013,3846,2034,2026,3374,2522,2034,2509,20947,1013
1013,3763,1895,2026,3794,2697,1895,2589,19624,1013
1013,4088,1991,2026,3605,2687,1991,2740,18716,1013
1013,3996,1986,2026,3801,2732,1986,2742,19355,1013
1013,4071,1929,2026,3577,2665,1929,2707,19625,1013
1013,4014,2013,2026,3570,2742,2013,2680,19807,1013
1013,4318,2032,2026,3591,2636,2032,2699,19365,1013
1013,4539,2033,2026,3598,2663,2033,2654,19374,1013
1013,4247,2014,2026,3591,2722,2014,2716,20510,1013
1013,4243,2154,2026,3682,2740,2154,2743,19598,1013
1013,3877,2148,2026,3640,2707,2148,2773,20073,1013
1013,3824,2105,2026,3605,2572,2105,2661,20488,1013
1013,4213,2064,2026,3633,2664,2064,2581,20274,1013
1013,4305,2015,2026,3451,2784,2015,2607,19627,1013
1013,3989,2152,2026,3556,2702,2152,2766,20300,1013
1013,4456,2019,2026,3745,2729,2019,2579,19831,1013
1013,4014,1971,2026,3850,2759,1971,2834,19626,1013
1013,3929,1992,2026,3549,2776,1992,2528,19383,1013
1013,4101,1827,2026,3724,2703,1827,2604,19382,1013
1013,3542,2093,2026,3745,2739,2093,2645,19395,1013
1013,3802,2054,2026,3717,2741,2054,2697,19156,1013
1013,4047,2009,2026,3556,2657,2009,2641,18897,1013
1013,4415,2027,2026,3542,2625,2027,2684,19392,1013
1013,4157,2048,2026,3619,2706,2048,2623,19630,1013
1013,3928,1949,2026,3626,2652,1949,2470,17809,1013
1013,4052,2141,2026,3640,2678,2141,2760,19592,1013
1013,3905,2042,2026,3598,2711,2042,2609,20712,1013
1013,4090,2091,2026,3598,2600,2091,2547,20275,1013
1013,4002,1927,2026,3717,2715,1927,2745,19611,1013
1013,3882,2040,2026,3752,2691,2040,2687,19830,1013
1013,4054,1959,2026,3577,2756,1959,2654,19178,1013
1013,4353,2061,2026,3773,2614,2061,2683,19600,1013
1013,3965,2151,2026,3437,2727,2151,2614,18931,1013
1013,3645,1866,2026,3682,2533,1866,2774,18932,1013
1013,3767,2100,2026,3864,2696,2100,2617,19601,1013
1013,4014,1976,2026,3794,2673,1976,2679,19152,1013
1013,4104,2118,2026,3528,2656,2118,2698,20056,1013
1013,4258,2030,2026,3787,2732,2030,2683,19161,1013
1013,3985,1957,2026,3556,2729,1957,2583,19374,1013
1013,4296,1857,2026,3556,2700,1857,2635,20040,1013
1013,3930,2107,2026,3822,2790,2107,2776,19131,1013
1013,4138,2175,2026,3717,2761,2175,2888,20755,1013
1013,4190,2019,2026,3731,2751,2019,2543,18505,1013
1013,4153,1978,2026,3633,2678,1978,2536,18268,1013
1013,3851,2152,2026,3612,2633,2152,2602,19378,1013
1013,4126,1969,2026,3591,2720,1969,2676,20248,1013
1013,4161,2227,2026,3612,2761,2227,2756,20054,1013
1013,4254,2047,2026,3822,2624,2047,2798,19607,1013
1013,4056,2137,2026,3633,2796,2137,2583,19624,1013
1013,4125,1993,2026,3612,2679,1993,2709,19141,1013
1013,4054,2125,2026,3654,2694,2125,2737,19823,1013
1013,4012,2154,2026,3857,2765,2154,2779,20275,1013
1013,3807,2080,2026,3661,2684,2080,2709,21166,1013
1013,4094,2051,2026,3549,2701,2051,2598,20035,1013
1013,3963,2188,2026,3787,2669,2188,2710,19350,1013
1013,4141,2035,2026,3626,2719,2035,2696,19812,1013
1013,4072,1941,2026,3787,2717,1941,2790,18716,1013
1013,3844,2119,2026,3689,2746,2119,2655,20280,1013
1013,4279,2115,2026,3675,2702,2115,2643,20071,1013
1013,4211,2073,2026,3703,2668,2073,2593,20044,1013
1013,3969,2103,2026,3962,2787,2103,2696,19162,1013
1013,4143,1958,2026,3710,2664,1958,2849,20741,1013
1013,3768,2192,2026,3493,2553,2192,2651,19577,1013
1013,3613,2045,2026,3423,2769,2045,2581,20044,1013
1013,3833,1996,2026,3689,2703,1996,2626,19358,1013
1013,4054,2000,2026,3710,2789,2000,2888,21177,1013
1013,4109,1935,2026,3507,2724,1935,2717,20294,1013
1013,3875,2042,2026,3591,2546,2042,2577,19135,1013
1013,4090,2175,2026,3801,2755,2175,2692,19621,1013
1013,3951,2028,2026,3612,2657,2028,2812,20740,1013
1013,3906,1981,2026,3801,2679,1981,2609,18271,1013
1013,4271,2005,2026,3563,2644,2005,2655,18695,1013
1013,4002,2009,2026,3598,2639,2009,2762,20039,1013
1013,4101,2128,2026,3689,2740,2128,2577,20971,1013
1013,4072,2059,2026,3717,2691,2059,2735,20082,1013
1013,4031,1963,2026,3661,2782,1963,2560,20287,1013
1013,4010,2105,2026,3598,2591,2105,2658,19381,1013
1013,4136,2064,2026,3563,2715,2064,2680,18265,1013
1013,3795,2220,2026,3997,2712,2220,2666,19382,1013
1013,3862,2003,2026,3654,2776,2003,2576,19818,1013
1013,4098,1969,2026,3829,2764,1969,2939,19381,1013
1013,3924,1962,2026,3745,2698,1962,2627,19601,1013
1013,3890,2066,2026,3892,2804,2066,2704,18484,1013
1013,4013,2081,2026,3451,2714,2081,2595,18702,1013
1013,3972,1960,2026,3878,2728,1960,2709,19828,1013
1013,4077,2117,2026,3780,2669,2117,2613,19812,1013
1013,4045,2064,2026,3745,2681,2064,2693,19152,1013
1013,4191,1986,2026,3899,2787,1986,2638,20270,1013
1013,4039,2074,2026,3605,2686,2074,2825,19621,1013
1013,3916,2009,2026,3675,2619,2009,2623,18910,1013
1013,4066,1962,2026,3731,2673,1962,2625,19167,1013
1013,4061,2086,2026,3885,2780,2086,2970,19826,1013
1013,3741,2085,2026,3717,2720,2085,2588,20254,1013
1013,3963,2025,2026,3633,2759,2025,2678,20719,1013
1013,4404,2132,2026,3843,2770,2132,2766,19843,1013
1013,4221,2063,2026,3633,2608,2063,2697,19386,1013
1013,4301,2046,2026,3605,2673,2046,2773,19821,1013
1013,3868,1961,2026,3885,2753,1961,2769,19376,1013
1013,3665,2000,2026,3535,2668,2000,2820,20058,1013
1013,3811,1974,2026,3591,2739,1974,2663,19832,1013
1013,4081,2018,2026,3752,2720,2018,2715,19880,1013
1013,4151,1953,2026,3563,2603,1953,2577,19823,1013
1013,4455,2022,2026,3745,2718,2022,2591,18486,1013
1013,4264,2218,2026,3458,2670,2218,2642,20284,1013
1013,4248,1984,2026,3654,2576,1984,2630,19167,1013
1013,4189,2100,2026,3773,2745,2100,2673,19630,1013
1013,3917,2108,2026,3451,2671,2108,2517,19144,1013
1013,3976,2117,2026,3647,2764,2117,2752,21169,1013
1013,3808,2099,2026,3668,2778,2099,2662,18676,1013
1013,3950,2048,2026,3899,2675,2048,2805,20039,1013
1013,4069,2062,2026,3297,2655,2062,2553,19364,1013
1013,3962,2113,2026,3675,2702,2113,2584,20254,1013
1013,4289,2186,2026,3878,2672,2186,2697,20258,1013
1013,4118,2135,2026,3535,2613,2135,2565,20051,1013
1013,3796,2053,2026,3794,2632,2053,2780,19627,1013
1013,4240,2025,2026,3486,2792,2025,2451,19391,1013
1013,4232,2015,2026,3283,2469,2015,2542,19361,1013
1013,3996,1934,2026,3647,2677,1934,2688,18932,1013
1013,4295,2097,2026,3493,2609,2097,2513,20726,1013
1013,4134,2022,2026,3759,2768,2022,2722,19158,1013
1013,4182,2146,2026,3787,2754,2146,2734,18932,1013
1013,4178,2053,2026,3605,2743,2053,2616,19585,1013
1013,4233,2070,2026,3801,2614,2070,2662,18708,1013
1013,4255,1970,2026,3640,2753,1970,2440,18492,1013
1013,3842,2069,2026,3829,2753,2069,2628,19149,1013
1013,4131,2015,2026,3710,2733,2015,2584,19179,1013
1013,3963,2058,2026,3738,2684,2058,2711,20037,1013
1013,3708,1946,2026,3479,2621,1946,2574,20721,1013
1013,3909,2037,2026,3780,2675,2037,2573,18492,1013
1013,3986,2020,2026,3542,2617,2020,2641,19828,1013
1013,4020,2102,2026,3500,2671,2102,2705,20042,1013
1013,4254,1999,2026,3640,2702,1999,2654,20057,1013
1013,4052,1917,2026,3591,2756,1917,2733,19590,1013
1013,3924,2039,2026,4011,2764,2039,2743,20059,1013
1013,4027,2029,2026,3423,2603,2029,2769,19367,1013
1013,3933,1962,2026,3661,2671,1962,2603,20262,1013
1013,4134,2164,2026,3871,2766,2164,2768,20526,1013
1013,4141,2133,2026,3864,2722,2133,2661,19388,1013
1013,4012,1999,2026,3815,2749,1999,2636,19374,1013
1013,4131,1962,2026,3668,2583,1962,2594,18928,1013
1013,3867,2002,2026,3654,2711,2002,2845,20928,1013
1013,4275,2070,2026,3647,2683,2070,2436,18709,1013
1013,4391,2068,2026,3654,2755,2068,2706,19826,1013
1013,3803,2080,2026,3766,2599,2080,2661,19381,1013
1013,4188,2135,2026,3717,2682,2135,2763,21170,1013
1013,3890,1981,2026,3717,2745,1981,2617,20252,1013
1013,4166,2016,2026,3556,2644,2016,2744,20520,1013
1013,4372,2016,2026,3619,2611,2016,2771,20507,1013
1013,4319,1990,2026,3570,2766,1990,2382,18905,1013
1013,3733,2112,2026,3612,2673,2112,2620,19174,1013
1013,4089,2011,2026,3528,2678,2011,2551,19833,1013
1013,4400,2113,2026,3388,2571,2113,2611,20728,1013
1013,4011,2157,2026,3549,2749,2157,2550,19589,1013
1013,4265,2192,2026,3465,2560,2192,2602,19376,1013
1013,4302,1971,2026,3731,2664,1971,2736,19812,1013
1013,4071,2160,2026,3633,2689,2160,2715,21184,1013
1013,3864,2065,2026,3563,2657,2065,2661,21166,1013
1013,4096,2200,2026,3661,2726,2200,2668,19607,1013
1013,4146,2008,2026,3885,2703,2008,2796,20743,1013
1013,4139,2031,2018,3710,2637,2031,2555,19154,1013
1013,4279,2147,2026,3584,2688,2147,2807,19815,1013
1013,4095,2026,2026,3493,2659,2026,2667,20954,1013
1013,4006,1886,2026,3451,2699,1886,2608,19830,1013
1013,4030,2037,2026,3787,2704,2037,2760,19823,1013
1013,4502,2173,2026,3626,2730,2173,2800,19843,1013
1013,4023,2087,2026,3640,2736,2087,2544,18717,1013
1013,3915,2064,2026,3780,2749,2064,2822,19167,1013
1013,3965,1976,2026,3619,2649,1976,2558,19819,1013
1013,3922,2054,2026,3535,2555,2054,2673,20278,1013
1013,4159,1940,2026,3584,2569,1940,2625,19402,1013
1013,4366,1998,2026,3780,2666,1998,2638,19588,1013
1013,3842,1977,2026,3514,2617,1977,2512,18927,1013
1013,3807,2062,2026,3857,2801,2062,2762,20500,1013
1013,4075,2162,2026,3752,2733,2162,2754,20296,1013
1013,3836,2061,2026,3689,2631,2061,2720,18709,1013
1013,3801,2083,2026,3528,2520,2083,2682,19369,1013
1013,4178,1904,2026,3584,2639,1904,2787,19601,1013
1013,4125,1862,2026,3752,2818,1862,2868,20280,1013
1013,3940,2039,2026,3535,2727,2039,2683,20518,1013
1013,3944,2091,2026,3745,2709,2091,2639,20982,1013
1013,3888,2009,2026,3780,2614,2009,2644,20044,1013
1013,4042,1972,2026,3577,2601,1972,2448,17604,1013
1013,3853,1992,2026,3430,2495,1992,2642,18524,1013
1013,4308,2147,2026,3843,2761,2147,2615,19614,1013
1013,4287,1960,2026,3787,2778,1960,2571,19836,1013
1013,4022,1888,2026,3591,2727,1888,2643,19591,1013
1013,4082,2008,2026,3745,2729,2008,2744,19374,1013
1013,4212,2079,2026,3605,2648,2079,2680,20052,1013
1013,4269,1993,2026,3612,2595,1993,2814,20958,1013
1013,4191,2048,2026,3647,2689,2048,2552,20518,1013
1013,3711,1915,2026,3619,2773,1915,2587,18478,1013
1013,4287,2126,2026,3773,2807,2126,2697,19615,1013
1013,4095,1983,2026,3458,2672,1983,2539,19609,1013
1013,4180,2055,2026,3745,2788,2055,2643,20273,1013
1013,4235,1994,2026,3759,2659,1994,2807,20950,1013
1013,4030,1945,2026,3535,2745,1945,2664,20280,1013
1013,4121,2096,2026,3612,2629,2096,2586,19168,1013
1013,4246,2146,2026,3605,2656,2146,2750,19381,1013
1013,4029,2089,2026,3703,2778,2089,2630,19844,1013
1013,4180,2018,2026,3598,2692,2018,2659,19379,1013
1013,4095,2075,2026,3570,2693,2075,2660,19801,1013
1013,3977,1917,2026,3934,2703,1917,2815,19841,1013
1013,4040,2015,2026,3738,2728,2015,2654,19810,1013
1013,4009,2132,2026,3717,2719,2132,2629,19365,1013
1013,3928,2114,2026,3668,2753,2114,2714,19369,1013
1013,4052,2140,2026,3829,2714,2140,2622,19799,1013
1013,3778,1900,2026,3829,2713,1900,2584,19376,1013
1013,4487,1993,2026,3654,2711,1993,2618,18715,1013
1013,4086,2036,2026,3815,2755,2036,2702,19833,1013
1013,3971,1928,2026,3605,2744,1928,2656,20273,1013
1013,4086,1994,2026,3619,2728,1994,2508,18440,1013
1013,4308,2023,2026,3633,2679,2023,2592,19609,1013
1013,4180,2071,2026,3899,2795,2071,2658,20272,1013
1013,3824,1977,2026,3703,2735,1977,2680,20279,1013
1013,4006,2151,2026,3717,2716,2151,2495,19349,1013
1013,3906,2088,2026,3752,2701,2088,2695,20507,1013
1013,4289,2081,2026,3619,2791,2081,2784,20715,1013
1013,3963,2064,2026,3493,2623,2064,2548,18256,1013
1013,4006,2051,2026,3717,2676,2051,2807,20280,1013
1013,4180,2076,2026,3626,2748,2076,2596,19394,1013
1013,3888,2004,2026,3486,2709,2004,2579,18935,1013
1013,4019,2066,2026,3640,2666,2066,2697,20032,1013
1013,4118,2055,2026,3584,2708,2055,2612,19825,1013
1013,3986,2080,2026,3689,2526,2080,2767,18726,1013
1013,4148,2058,2026,3563,2747,2058,2425,18931,1013
1013,4256,2061,2026,3542,2654,2061,2655,20044,1013
1013,4168,2134,2026,3731,2701,2134,2715,19578,1013
1013,3824,2116,2026,3584,2565,2116,2559,20475,1013
1013,3738,1980,2026,3640,2665,1980,2693,17811,1013
1013,3872,2068,2026,3675,2729,2068,2506,20051,1013
1013,3811,2037,2026,3857,2570,2037,2567,18264,1013
1013,4363,1994,2026,3654,2654,1994,2632,19817,1013
1013,4108,2055,2026,3367,2554,2055,2548,20714,1013
1013,4029,1983,2026,3668,2691,1983,2549,19833,1013
1013,3707,1977,2026,3724,2646,1977,2652,20278,1013
1013,4225,2044,2026,3717,2750,2044,2892,20037,1013
1013,3858,2025,2026,3584,2756,2025,2623,20051,1013
1013,4193,1977,2026,3675,2624,1977,2582,19583,1013
1013,4011,2037,2026,3528,2749,2037,2628,19835,1013
1013,3755,2051,2026,3661,2632,2051,2621,20746,1013
1013,4290,1941,2026,3836,2667,1941,2541,20259,1013
1013,4118,2103,2026,3682,2713,2103,2586,19834,1013
1013,4187,2122,2026,3584,2753,2122,2661,20049,1013
1013,4180,2150,2026,3507,2681,2150,2647,20272,1013
1013,4135,2206,2026,3598,2606,2206,2611,20284,1013
1013,4090,1920,2026,3682,2604,1920,2703,19810,1013
