qiskit,shp_reduced,gleinig,topdown,dcsp,bdsp,lowrank,baa,merge,cvoqram,pivot,isometry,svd,ucg
502,2989,1519,1004,2205,1367,441,441,1519,1871,13532,502,556,502
502,2865,1519,1004,2156,1384,442,442,1519,1885,13524,502,557,502
502,3408,1440,1004,2233,1396,442,442,1440,1973,14874,502,557,502
502,2792,1507,1004,2093,1382,441,441,1507,1830,13333,502,556,502
502,2907,1526,1004,2156,1382,441,441,1526,1959,13967,502,556,502
502,2980,1549,1004,2226,1410,441,441,1549,1806,13980,502,556,502
502,3145,1438,1004,2142,1380,441,441,1438,1909,14872,502,557,502
502,3061,1633,1004,2226,1423,442,442,1633,1889,12839,502,557,502
502,2982,1539,1004,2380,1369,442,442,1539,1927,11753,502,557,502
502,2838,1501,1004,2121,1416,442,442,1501,1797,13089,502,557,502
502,2668,1418,1004,2275,1415,442,442,1418,1939,14641,502,557,502
502,3020,1483,1004,2191,1409,441,441,1483,1797,13086,502,557,502
502,3422,1497,1004,2394,1386,442,442,1497,1966,14199,502,557,502
502,2970,1515,1004,2345,1396,441,441,1515,1989,13733,502,557,502
502,2835,1573,1004,2142,1390,442,442,1573,1764,11981,502,556,502
502,3171,1613,1004,2303,1387,442,442,1613,2008,15550,502,556,502
502,2712,1438,1004,2135,1364,442,442,1438,1923,14429,502,556,502
502,3098,1451,1004,2100,1381,441,441,1451,1897,13075,502,556,502
502,2853,1502,1004,2149,1375,442,442,1502,1809,14208,502,557,502
502,3156,1454,1004,2086,1410,441,441,1454,1955,14448,502,557,502
502,3240,1487,1004,2436,1395,441,441,1487,1978,12854,502,557,502
502,3184,1591,1004,2289,1370,442,442,1591,1952,14002,502,556,502
502,3145,1548,1004,2205,1382,441,441,1548,1869,14184,502,557,502
502,2877,1444,1004,2247,1397,442,442,1444,1873,14874,502,556,502
502,2954,1525,1004,2247,1427,442,442,1525,1936,14202,502,556,502
502,2973,1387,1004,2142,1381,441,441,1387,1944,13754,502,557,502
502,3138,1459,1004,2226,1406,442,442,1459,1746,11721,502,556,502
502,2959,1527,1004,2240,1418,442,442,1527,1874,13755,502,557,502
502,2977,1420,1004,2289,1389,442,442,1420,1910,12643,502,557,502
502,3057,1523,1004,2219,1381,442,442,1523,1847,12613,502,557,502
502,2871,1487,1004,2282,1402,441,441,1487,1962,14885,502,557,502
502,2881,1411,1004,2212,1381,442,442,1411,1895,13980,502,556,502
502,3238,1465,1004,2233,1376,442,442,1465,1811,14181,502,556,502
502,2976,1546,1004,2163,1390,442,442,1546,1885,13087,502,557,502
502,3219,1534,1004,2205,1388,441,441,1534,1901,13532,502,557,502
502,2853,1558,1004,2289,1383,441,441,1558,1925,12856,502,557,502
502,3124,1522,1004,2296,1412,442,442,1522,2029,12655,502,557,502
502,2786,1590,1004,2212,1385,442,442,1590,1960,13985,502,557,502
502,3059,1559,1004,2086,1351,441,441,1559,1917,14197,502,556,502
502,2891,1552,1004,2170,1309,441,441,1552,1848,12395,502,557,502
502,2716,1423,1004,2268,1389,441,441,1423,1916,13758,502,556,502
502,2948,1452,1004,2289,1413,442,442,1452,1945,12432,502,556,502
502,2979,1500,1004,2268,1393,441,441,1500,1857,11742,502,557,502
502,3070,1567,1004,2247,1380,442,442,1567,1946,13322,502,557,502
502,2622,1386,1004,2212,1409,442,442,1386,1919,13984,502,556,502
502,3088,1553,1004,2429,1397,441,441,1553,1924,14214,502,556,502
502,2753,1483,1004,2219,1349,442,442,1483,2034,14428,502,556,502
502,3061,1516,1004,2219,1375,442,442,1516,1931,14202,502,557,502
502,3124,1563,1004,2212,1385,441,441,1563,1896,14870,502,556,502
502,3008,1543,1004,2373,1374,441,441,1543,1850,13069,502,557,502
502,2935,1502,1004,2268,1361,442,442,1502,1886,13754,502,556,502
502,3139,1527,1004,2394,1386,442,442,1527,1991,14890,502,556,502
502,2831,1493,1004,2163,1389,442,442,1493,1841,12638,502,556,502
502,2748,1504,1004,2219,1404,441,441,1504,1858,14881,502,557,502
502,2934,1487,1004,2198,1406,442,442,1487,1836,13532,502,556,502
502,2873,1528,1004,2114,1384,441,441,1528,1961,15559,502,556,502
502,3116,1540,1004,2149,1354,442,442,1540,2006,14637,502,557,502
502,2815,1579,1004,2310,1361,441,441,1579,1912,13095,502,557,502
502,3004,1369,1004,2156,1368,442,442,1369,1954,14650,502,556,502
502,3101,1447,1004,2317,1388,441,441,1447,1821,13991,502,557,502
502,3155,1496,1004,2254,1389,441,441,1496,1907,12197,502,557,502
502,2757,1485,1004,2205,1390,442,442,1485,1901,12866,502,556,502
502,2891,1486,1004,2184,1297,442,442,1486,1856,11297,502,556,502
502,3043,1503,1004,2261,1352,442,442,1503,1864,13967,502,556,502
502,2767,1560,1004,2261,1407,442,442,1560,2020,14200,502,557,502
502,3169,1459,1004,2072,1395,442,442,1459,1865,13524,502,556,502
502,3201,1501,1004,2254,1392,442,442,1501,1830,14206,502,557,502
502,2850,1552,1004,2268,1411,441,441,1552,2039,15103,502,557,502
502,2879,1457,1004,2198,1391,441,441,1457,1956,13101,502,557,502
502,3113,1511,1004,2268,1393,442,442,1511,1992,14857,502,556,502
502,2973,1583,1004,2331,1381,441,441,1583,1975,12857,502,557,502
502,3083,1417,1004,2317,1384,442,442,1417,1925,13087,502,557,502
502,2914,1476,1004,2408,1381,442,442,1476,1852,13540,502,557,502
502,2886,1515,1004,2156,1396,441,441,1515,2003,13747,502,557,502
502,2964,1519,1004,2324,1380,442,442,1519,1867,14651,502,557,502
502,2802,1593,1004,2261,1395,442,442,1593,2002,14418,502,557,502
502,3180,1498,1004,2310,1385,442,442,1498,1973,14421,502,556,502
502,3043,1435,1004,2149,1381,442,442,1435,1822,12625,502,556,502
502,3195,1470,1004,2282,1395,442,442,1470,1937,13073,502,556,502
502,2980,1528,1004,2268,1413,442,442,1528,1954,13314,502,557,502
502,2948,1385,1004,2345,1402,441,441,1385,1983,12409,502,556,502
502,2946,1417,1004,2163,1370,442,442,1417,1903,12631,502,556,502
502,2706,1547,1004,2261,1411,442,442,1547,1925,12862,502,557,502
502,3128,1474,1004,2317,1404,441,441,1474,2016,13520,502,557,502
502,3042,1533,1004,2247,1392,442,442,1533,1956,14881,502,557,502
502,2902,1415,1004,2121,1379,442,442,1415,1839,14208,502,556,502
502,2963,1440,1004,2422,1419,441,441,1440,1996,12405,502,556,502
502,2729,1431,1004,2303,1367,441,441,1431,1969,15298,502,557,502
502,2823,1524,1004,2303,1371,442,442,1524,1900,12864,502,557,502
502,2999,1532,1004,2289,1373,441,441,1532,1999,14885,502,556,502
502,3063,1462,1004,2268,1398,442,442,1462,2034,15556,502,556,502
502,2762,1593,1004,2219,1392,441,441,1593,1915,13757,502,557,502
502,3004,1421,1004,2107,1302,441,441,1421,1805,14654,502,556,502
502,3082,1473,1004,2079,1404,441,441,1473,1952,14866,502,556,502
502,2941,1542,1004,2359,1366,442,442,1542,2015,13960,502,557,502
502,3001,1550,1004,2296,1402,441,441,1550,1853,12858,502,556,502
502,2984,1636,1004,2177,1391,441,441,1636,1874,13981,502,557,502
502,2969,1513,1004,2303,1377,441,441,1513,1804,13092,502,557,502
502,2935,1462,1004,2296,1368,442,442,1462,1975,13977,502,557,502
502,2917,1619,1004,2268,1373,442,442,1619,1889,13309,502,557,502
502,3057,1447,1004,2065,1388,442,442,1447,1878,13766,502,557,502
502,3163,1560,1004,2219,1415,442,442,1560,1883,12862,502,557,502
502,2960,1468,1004,2163,1420,441,441,1468,1911,14202,502,556,502
502,3003,1588,1004,2310,1365,441,441,1588,1864,12852,502,557,502
502,3215,1524,1004,2408,1384,442,442,1524,2070,14428,502,556,502
502,3199,1469,1004,2261,1409,441,441,1469,1988,14646,502,557,502
502,2875,1508,1004,2205,1376,442,442,1508,1842,13964,502,556,502
502,3044,1487,1004,2198,1349,441,441,1487,1986,14651,502,557,502
502,3227,1584,1004,2296,1352,442,442,1584,1974,14880,502,557,502
502,2796,1582,1004,2275,1394,442,442,1582,1946,13741,502,556,502
502,2884,1571,1004,2254,1379,441,441,1571,1913,13737,502,557,502
502,2751,1622,1004,2282,1370,441,441,1622,1904,12415,502,556,502
502,2847,1572,1004,2121,1407,442,442,1572,1967,12858,502,556,502
502,3036,1506,1004,2240,1390,441,441,1506,1947,14654,502,557,502
502,3056,1535,1004,2100,1400,442,442,1535,1939,13520,502,557,502
502,2748,1483,1004,2086,1394,442,442,1483,1822,13977,502,557,502
502,2979,1463,1004,2184,1368,441,441,1463,2003,14199,502,556,502
502,2897,1578,1004,2331,1396,441,441,1578,2082,13755,502,556,502
502,3038,1525,1004,2233,1390,442,442,1525,1868,13968,502,557,502
502,3046,1480,1004,2219,1401,442,442,1480,1979,13526,502,556,502
502,2752,1538,1004,2254,1403,441,441,1538,1939,13967,502,556,502
502,2839,1555,1004,2338,1399,442,442,1555,2029,13562,502,557,502
502,2896,1572,1004,2205,1391,441,441,1572,1939,13080,502,557,502
502,3029,1402,1004,2051,1386,441,441,1402,1807,14864,502,556,502
502,3072,1584,1004,2345,1398,442,442,1584,1912,13307,502,557,502
502,2883,1518,1004,2275,1367,441,441,1518,1953,13981,502,557,502
502,3361,1557,1004,2268,1333,442,442,1557,1957,14184,502,556,502
502,3194,1493,1004,2429,1387,441,441,1493,1945,14668,502,556,502
502,3055,1483,1004,2289,1408,441,441,1483,2020,14665,502,556,502
502,2717,1495,1004,2107,1390,441,441,1495,1784,12416,502,557,502
502,2900,1605,1004,2212,1386,441,441,1605,1804,13079,502,556,502
502,3030,1427,1004,2408,1418,441,441,1427,1979,14176,502,557,502
502,3061,1649,1004,2310,1410,441,441,1649,1979,13514,502,556,502
502,3016,1609,1004,2275,1374,441,441,1609,2002,14210,502,557,502
502,2636,1474,1004,2226,1413,441,441,1474,1923,13758,502,557,502
502,2791,1605,1004,2156,1345,442,442,1605,1929,13087,502,556,502
502,2999,1546,1004,2205,1377,441,441,1546,1863,13310,502,556,502
502,3081,1482,1004,2296,1385,442,442,1482,1978,14211,502,557,502
502,2871,1585,1004,2135,1381,441,441,1585,1897,13303,502,557,502
502,3007,1604,1004,2247,1413,441,441,1604,1934,13769,502,556,502
502,3120,1586,1004,2324,1406,442,442,1586,1990,13986,502,557,502
502,2941,1409,1004,2121,1398,441,441,1409,1862,13527,502,556,502
502,3333,1539,1004,2352,1406,441,441,1539,1934,14422,502,557,502
502,2795,1463,1004,2219,1406,442,442,1463,1935,12634,502,557,502
502,2905,1408,1004,2499,1388,442,442,1408,2115,14430,502,556,502
502,3203,1503,1004,2282,1406,442,442,1503,1911,12879,502,556,502
502,2978,1433,1004,2415,1402,442,442,1433,1890,12183,502,557,502
502,2794,1575,1004,2205,1402,441,441,1575,1840,13555,502,556,502
502,2774,1418,1004,2282,1381,442,442,1418,1967,14196,502,556,502
502,3033,1557,1004,2247,1393,441,441,1557,1875,13313,502,557,502
502,2821,1492,1004,2128,1396,441,441,1492,1885,13100,502,557,502
502,2990,1519,1004,2338,1398,442,442,1519,1934,14866,502,556,502
502,2904,1474,1004,2191,1321,441,441,1474,1881,12869,502,557,502
502,2804,1457,1004,2100,1370,441,441,1457,1783,13757,502,557,502
502,3156,1498,1004,2058,1371,442,442,1498,1772,11533,502,556,502
502,2793,1525,1004,2310,1398,442,442,1525,1941,13761,502,556,502
502,2958,1562,1004,2135,1407,441,441,1562,1847,13749,502,556,502
502,2953,1488,1004,2212,1399,441,441,1488,1874,14206,502,556,502
502,2821,1407,1004,2443,1407,442,442,1407,2029,13748,502,556,502
502,2991,1481,1004,2268,1413,441,441,1481,1871,13774,502,557,502
502,3115,1489,1004,2359,1394,441,441,1489,1945,14203,502,557,502
502,2777,1604,1004,2023,1367,442,442,1604,1751,13998,502,557,502
502,2900,1523,1004,2331,1401,441,441,1523,1934,13522,502,557,502
502,2939,1561,1004,2310,1393,441,441,1561,1915,14425,502,557,502
502,2973,1555,1004,2163,1391,441,441,1555,1884,13528,502,556,502
502,2779,1570,1004,2240,1389,441,441,1570,1865,13738,502,557,502
502,2848,1485,1004,2205,1391,442,442,1485,1942,13742,502,556,502
502,3004,1532,1004,2331,1398,441,441,1532,2024,14417,502,556,502
502,3113,1493,1004,2268,1370,441,441,1493,1864,13973,502,556,502
502,3234,1592,1004,2240,1388,441,441,1592,1962,14208,502,556,502
502,3234,1636,1004,2226,1413,442,442,1636,1792,14193,502,557,502
502,2962,1513,1004,2247,1324,441,441,1513,1933,12852,502,556,502
502,2874,1501,1004,2310,1389,441,441,1501,1985,13089,502,557,502
502,2824,1533,1004,2331,1381,441,441,1533,1944,12398,502,556,502
502,2579,1550,1004,2128,1386,441,441,1550,1889,13084,502,557,502
502,3120,1501,1004,2296,1384,442,442,1501,1921,13725,502,557,502
502,3000,1505,1004,2233,1365,441,441,1505,1848,12632,502,556,502
502,2601,1516,1004,2170,1407,441,441,1516,1933,12846,502,557,502
502,3064,1508,1004,2324,1377,442,442,1508,1830,14436,502,557,502
502,3122,1404,1004,2310,1383,441,441,1404,1989,14218,502,557,502
502,2848,1448,1004,2212,1397,441,441,1448,2012,14206,502,556,502
502,2902,1409,1004,2205,1405,441,441,1409,1915,13085,502,556,502
502,2918,1498,1004,2359,1369,442,442,1498,1984,13081,502,557,502
502,2973,1706,1004,2205,1393,442,442,1706,1929,13997,502,557,502
502,3120,1543,1004,2212,1380,441,441,1543,1919,15114,502,556,502
502,2898,1515,1004,2205,1407,442,442,1515,1823,13520,502,556,502
502,3264,1455,1004,2163,1386,442,442,1455,1768,11291,502,557,502
502,2878,1446,1004,2212,1404,442,442,1446,1843,13299,502,557,502
502,3100,1446,1004,2072,1280,442,442,1446,1883,13987,502,557,502
502,3035,1465,1004,2289,1369,442,442,1465,1963,14646,502,556,502
502,2866,1423,1004,2345,1375,441,441,1423,1955,13304,502,556,502
502,3268,1472,1004,2149,1403,441,441,1472,1959,13327,502,556,502
502,3018,1529,1004,2177,1392,441,441,1529,2007,13304,502,557,502
502,3141,1418,1004,2282,1397,441,441,1418,1866,14645,502,556,502
502,2784,1525,1004,2177,1396,442,442,1525,1846,13076,502,556,502
502,3057,1555,1004,2415,1379,441,441,1555,2008,13992,502,556,502
502,2968,1474,1004,2170,1369,441,441,1474,1864,13992,502,557,502
502,2897,1515,1004,2233,1396,442,442,1515,1936,13993,502,557,502
502,3241,1510,1004,2289,1400,441,441,1510,1873,12859,502,556,502
502,2861,1588,1004,2233,1409,441,441,1588,1840,13538,502,556,502
502,2989,1504,1004,2289,1388,442,442,1504,1971,14658,502,556,502
502,2859,1478,1004,2156,1400,441,441,1478,1897,13096,502,556,502
502,3049,1453,1004,2212,1382,442,442,1453,1992,13774,502,557,502
502,2943,1481,1004,2247,1406,441,441,1481,1943,12655,502,557,502
502,2885,1597,1004,2289,1399,441,441,1597,1886,13977,502,556,502
502,3154,1517,1004,2177,1385,442,442,1517,1789,12180,502,557,502
502,3138,1374,1004,2324,1412,441,441,1374,2024,14661,502,556,502
502,2788,1547,1004,2212,1393,442,442,1547,1907,13528,502,557,502
502,3182,1437,1004,2422,1402,441,441,1437,2029,14202,502,556,502
502,3113,1586,1004,2170,1389,442,442,1586,1854,13751,502,556,502
502,3098,1435,1004,2170,1339,441,441,1435,1923,13313,502,557,502
502,3011,1547,1004,2198,1370,441,441,1547,1829,13094,502,556,502
502,3100,1525,1004,2324,1389,442,442,1525,1941,11972,502,556,502
502,2937,1469,1004,2128,1408,441,441,1469,1956,14650,502,556,502
502,2851,1462,1004,2415,1391,442,442,1462,2094,13969,502,556,502
502,3143,1520,1004,2366,1391,441,441,1520,1855,13505,502,556,502
502,2813,1535,1004,2142,1394,442,442,1535,1767,13299,502,556,502
502,2873,1566,1004,2317,1383,441,441,1566,1951,13774,502,556,502
502,2949,1548,1004,2289,1394,441,441,1548,1946,13990,502,557,502
502,2829,1488,1004,2198,1383,441,441,1488,1808,13299,502,557,502
502,2855,1531,1004,2121,1396,441,441,1531,1836,13969,502,556,502
502,2931,1445,1004,2289,1352,441,441,1445,1869,14219,502,557,502
502,3213,1532,1004,2422,1397,441,441,1532,1968,14201,502,557,502
502,2821,1445,1004,2205,1412,441,441,1445,1932,13292,502,556,502
502,2797,1554,1004,2254,1342,442,442,1554,1874,13329,502,557,502
502,2988,1598,1004,2198,1398,441,441,1598,1969,13091,502,556,502
502,3140,1392,1004,2436,1396,441,441,1392,2111,15322,502,557,502
502,3104,1522,1004,2317,1375,441,441,1522,1979,13292,502,557,502
502,2951,1604,1004,2198,1402,441,441,1604,1998,13548,502,556,502
502,3065,1458,1004,2198,1392,441,441,1458,1887,13744,502,556,502
502,2960,1523,1004,2289,1385,442,442,1523,1838,12405,502,556,502
502,3027,1394,1004,2268,1416,441,441,1394,1988,14187,502,557,502
502,2670,1463,1004,2226,1363,442,442,1463,1855,13530,502,557,502
502,3092,1556,1004,2324,1417,441,441,1556,1969,15119,502,556,502
502,2925,1493,1004,2359,1362,441,441,1493,2026,15094,502,557,502
502,3267,1546,1004,2289,1387,441,441,1546,1886,12430,502,557,502
502,2990,1365,1004,2212,1299,441,441,1365,1947,13309,502,556,502
502,3101,1513,1004,2149,1415,441,441,1513,1826,14439,502,556,502
502,3201,1501,1004,2289,1400,442,442,1501,2048,15101,502,556,502
502,3044,1579,1004,2254,1407,442,442,1579,1867,12420,502,557,502
502,3108,1604,1004,2156,1296,441,441,1604,2024,12883,502,556,502
502,2888,1467,1004,2198,1372,442,442,1467,1870,14437,502,556,502
502,3048,1467,1004,2212,1389,442,442,1467,1875,13307,502,557,502
502,2944,1589,1004,2149,1388,442,442,1589,1831,12870,502,556,502
502,2805,1513,1004,2149,1384,442,442,1513,1864,14422,502,557,502
502,3039,1562,1004,2359,1386,441,441,1562,1965,14639,502,556,502
502,2741,1568,1004,2184,1390,442,442,1568,1932,12862,502,556,502
502,3251,1561,1004,2226,1389,442,442,1561,1937,15771,502,557,502
502,2638,1402,1004,2233,1332,441,441,1402,1892,14225,502,556,502
502,3052,1451,1004,2247,1388,441,441,1451,2032,14419,502,557,502
502,3119,1480,1004,2254,1395,442,442,1480,1901,13750,502,557,502
502,3102,1561,1004,2135,1382,441,441,1561,1955,14428,502,556,502
502,2991,1453,1004,2254,1411,442,442,1453,1974,13998,502,557,502
502,2791,1466,1004,2135,1393,441,441,1466,1967,13967,502,557,502
502,3086,1383,1004,2065,1396,442,442,1383,1814,13976,502,556,502
502,2918,1465,1004,2331,1363,441,441,1465,1981,13099,502,556,502
502,3070,1579,1004,2121,1403,442,442,1579,1841,12402,502,557,502
502,3103,1450,1004,2289,1381,442,442,1450,1946,13531,502,556,502
502,2907,1419,1004,2184,1371,441,441,1419,1961,15326,502,557,502
502,2970,1457,1004,2303,1362,441,441,1457,1860,12635,502,557,502
502,3104,1429,1004,2142,1365,441,441,1429,1774,12869,502,557,502
502,3009,1466,1004,2254,1385,441,441,1466,1945,13097,502,556,502
502,3026,1394,1004,2310,1399,441,441,1394,1980,14873,502,557,502
502,2813,1526,1004,2149,1393,442,442,1526,1877,14202,502,556,502
502,2890,1536,1004,2093,1394,441,441,1536,1915,13320,502,556,502
502,2968,1407,1004,2345,1421,441,441,1407,1920,13519,502,557,502
502,3096,1536,1004,2324,1389,442,442,1536,1995,13995,502,556,502
502,3179,1501,1004,2373,1376,441,441,1501,1880,13066,502,557,502
502,2988,1516,1004,2247,1403,441,441,1516,1909,13320,502,557,502
502,2825,1362,1004,2058,1387,442,442,1362,1911,13975,502,556,502
502,3148,1419,1004,2254,1358,441,441,1419,2072,14879,502,557,502
502,3014,1551,1004,2303,1399,442,442,1551,1907,14192,502,556,502
502,2906,1569,1004,2275,1387,442,442,1569,2081,14214,502,556,502
502,2911,1580,1004,2275,1390,441,441,1580,1959,13964,502,557,502
502,3000,1496,1004,2184,1399,441,441,1496,1946,15104,502,556,502
502,2846,1481,1004,2233,1388,442,442,1481,1896,13287,502,556,502
502,3130,1491,1004,2226,1349,441,441,1491,1880,13319,502,556,502
502,3057,1577,1004,2107,1395,442,442,1577,1924,14649,502,556,502
502,2828,1435,1004,2275,1340,441,441,1435,1983,13979,502,556,502
502,2824,1368,1004,2142,1354,442,442,1368,1871,15098,502,556,502
502,3020,1471,1004,2142,1409,442,442,1471,1872,13088,502,557,502
502,2957,1490,1004,2107,1406,442,442,1490,1899,14203,502,556,502
502,3042,1506,1004,2394,1373,442,442,1506,1958,14204,502,557,502
502,2868,1516,1004,2345,1394,442,442,1516,1997,13527,502,557,502
502,2826,1522,1004,2303,1386,442,442,1522,1955,13783,502,556,502
502,3186,1511,1004,2198,1384,442,442,1511,1880,12881,502,556,502
502,2996,1527,1004,2240,1365,441,441,1527,2018,14436,502,557,502
502,2803,1434,1004,2387,1396,441,441,1434,2099,15090,502,556,502
502,2986,1574,1004,2247,1421,441,441,1574,1869,13757,502,557,502
502,2858,1463,1004,2275,1393,441,441,1463,1932,12417,502,557,502
502,2640,1425,1004,2114,1371,442,442,1425,1961,13739,502,557,502
502,2633,1472,1004,2212,1380,441,441,1472,1971,14456,502,557,502
502,3111,1591,1004,2345,1349,442,442,1591,1881,13082,502,557,502
502,3248,1501,1004,2373,1378,441,441,1501,2025,14436,502,557,502
502,2906,1624,1004,2065,1339,441,441,1624,1929,15316,502,557,502
502,2955,1469,1004,2296,1363,441,441,1469,1910,13985,502,557,502
502,3200,1452,1004,2422,1408,441,441,1452,1907,12191,502,557,502
502,3072,1521,1004,2065,1389,442,442,1521,1809,13551,502,556,502
502,3057,1561,1004,2121,1419,442,442,1561,1793,13977,502,557,502
502,3067,1497,1004,2296,1406,442,442,1497,2030,13534,502,557,502
502,2924,1569,1004,2233,1401,442,442,1569,2111,14393,502,557,502
502,3034,1479,1004,2233,1370,442,442,1479,1906,14666,502,557,502
502,2930,1407,1004,2051,1384,441,441,1407,1835,13529,502,557,502
502,2918,1575,1004,2289,1359,442,442,1575,1861,13737,502,556,502
502,3058,1504,1004,2310,1407,441,441,1504,1943,15092,502,557,502
502,2954,1525,1004,2079,1391,441,441,1525,1824,12436,502,556,502
502,2896,1498,1004,2226,1413,442,442,1498,1958,14210,502,557,502
502,3136,1503,1004,2254,1376,442,442,1503,1932,14890,502,556,502
502,2773,1440,1004,2240,1385,442,442,1440,1925,14412,502,557,502
502,2974,1503,1004,2107,1379,441,441,1503,1814,13536,502,556,502
502,2837,1502,1004,2135,1392,442,442,1502,1818,15312,502,556,502
502,2962,1501,1004,2177,1332,441,441,1501,1962,13961,502,557,502
502,3121,1623,1004,2226,1389,441,441,1623,1910,13080,502,556,502
502,3028,1512,1004,2191,1409,442,442,1512,1797,11991,502,557,502
502,2963,1458,1004,2268,1408,442,442,1458,1911,12621,502,556,502
502,3045,1546,1004,2156,1365,442,442,1546,1853,12414,502,557,502
502,2990,1407,1004,2184,1377,441,441,1407,1834,11739,502,556,502
502,2933,1551,1004,2268,1388,442,442,1551,1948,13979,502,556,502
502,2622,1612,1004,2408,1398,441,441,1612,2046,14443,502,556,502
502,2994,1584,1004,2310,1375,442,442,1584,1853,14213,502,557,502
502,3042,1516,1004,2261,1381,441,441,1516,1857,13995,502,557,502
502,3046,1546,1004,2198,1404,442,442,1546,1863,13974,502,556,502
502,3008,1565,1004,2373,1414,441,441,1565,1990,13543,502,557,502
502,3175,1600,1004,2345,1413,441,441,1600,1922,12198,502,556,502
502,2787,1484,1004,2226,1355,441,441,1484,1854,13520,502,557,502
502,2622,1554,1004,2289,1405,442,442,1554,1962,14443,502,556,502
502,2816,1541,1004,2198,1380,442,442,1541,1923,13751,502,557,502
502,3125,1456,1004,2212,1373,441,441,1456,1874,13972,502,556,502
502,3156,1600,1004,2149,1380,441,441,1600,1950,15110,502,557,502
502,3188,1554,1004,2142,1370,442,442,1554,1899,13080,502,557,502
502,2866,1572,1004,2240,1398,442,442,1572,1855,13542,502,557,502
502,3073,1526,1004,2212,1402,441,441,1526,1878,13072,502,556,502
502,3277,1456,1004,2296,1375,441,441,1456,1852,12415,502,557,502
502,3131,1495,1004,2205,1371,441,441,1495,1838,12868,502,557,502
502,3106,1453,1004,2128,1305,442,442,1453,1802,12629,502,557,502
502,2926,1375,1004,2247,1407,442,442,1375,1971,14659,502,556,502
502,2999,1537,1004,2191,1395,441,441,1537,1829,13760,502,556,502
502,2895,1557,1004,2233,1404,441,441,1557,1872,13981,502,556,502
