qiskit,linear,linear_reduced,shp_reduced,mst_reduced,shp,mst,random,random_reduced,graycode_reduced,gleinig,topdown,dcsp,bdsp,merge,cvoqram,pivot,isometry,ucg,lowrank,svd
55,455,28,32,35,453,453,457,48,33,22,106,196,192,22,82,82,55,55,30.0,44.0
57,456,36,31,22,451,449,461,57,35,21,114,210,158,21,118,98,57,57,30.0,46.0
53,459,39,33,28,451,446,454,59,45,13,106,189,165,13,100,63,53,57,31.0,45.0
57,457,45,18,20,446,446,455,47,32,12,112,189,162,12,83,98,57,57,31.0,46.0
51,453,38,39,41,446,444,456,58,50,11,104,210,140,11,104,71,51,51,33.0,46.0
57,460,35,36,52,452,450,454,30,41,24,113,147,129,24,67,96,57,57,28.0,44.0
57,456,34,32,30,449,450,458,53,48,25,112,168,169,25,94,86,57,57,30.0,46.0
57,448,30,29,26,447,444,454,57,25,20,114,154,94,20,84,65,57,57,27.0,41.0
51,454,43,16,16,442,442,454,46,20,11,108,175,182,11,100,97,51,51,31.0,46.0
57,458,32,33,32,453,451,457,53,39,15,112,196,194,15,91,95,57,57,44.0,43.0
57,454,24,20,26,450,450,458,50,39,14,114,119,104,14,70,80,57,57,33.0,45.0
57,460,39,43,34,451,448,454,53,36,27,110,168,169,27,90,85,57,57,31.0,46.0
57,460,43,24,40,452,447,454,48,54,25,113,189,157,25,75,95,57,57,33.0,45.0
57,449,18,27,20,445,445,452,52,22,11,104,168,125,11,79,96,57,57,31.0,43.0
57,455,40,25,35,447,446,455,43,28,16,114,161,130,16,93,94,57,57,33.0,46.0
57,452,30,27,27,446,446,456,35,38,14,114,112,77,14,71,81,57,57,30.0,45.0
57,453,28,24,34,451,449,457,48,28,17,102,210,186,17,91,80,57,57,43.0,45.0
55,462,34,26,28,453,451,457,38,43,17,112,231,193,17,106,80,55,55,32.0,46.0
55,449,22,22,22,449,449,459,47,22,13,112,189,166,13,86,79,55,57,29.0,46.0
57,450,60,32,22,443,442,443,41,36,19,110,140,136,19,105,96,57,57,30.0,44.0
57,454,35,24,41,450,451,460,43,34,18,114,238,209,18,105,84,57,57,30.0,43.0
57,447,20,18,18,446,446,458,53,32,14,100,196,190,14,92,97,57,57,32.0,46.0
57,460,37,31,33,454,454,458,46,44,27,108,168,136,27,102,100,57,57,29.0,44.0
57,457,30,34,30,455,456,459,42,30,17,98,224,186,17,98,84,57,57,45.0,44.0
57,452,29,25,25,446,446,458,65,22,16,114,182,179,16,73,90,57,57,31.0,45.0
55,453,36,39,41,456,456,457,42,30,17,112,252,214,17,115,101,55,55,28.0,44.0
57,455,26,33,35,454,451,454,52,28,15,110,196,159,15,77,66,57,57,29.0,43.0
51,450,33,18,26,447,443,455,52,24,14,108,175,185,14,84,81,51,51,28.0,46.0
57,456,37,20,39,449,448,457,59,37,15,114,154,133,15,76,66,57,57,31.0,44.0
57,452,32,22,42,451,450,456,53,41,14,104,161,139,14,88,84,57,57,31.0,46.0
57,460,43,35,34,452,448,458,50,37,17,108,182,170,17,90,83,57,57,47.0,46.0
57,448,22,18,31,447,445,452,30,31,16,106,126,95,16,65,64,57,57,27.0,39.0
57,458,47,16,29,446,446,453,54,39,19,114,238,205,19,104,99,57,57,46.0,46.0
57,451,24,20,20,448,447,461,48,37,13,102,189,163,13,73,80,57,57,46.0,45.0
57,454,35,31,32,450,450,455,51,34,14,114,203,161,14,90,83,57,57,30.0,45.0
57,452,26,31,28,447,449,457,36,35,12,110,154,134,12,97,80,57,57,30.0,46.0
57,454,37,22,29,449,448,458,48,24,19,114,203,181,19,116,103,57,57,30.0,43.0
57,454,55,32,32,452,448,459,48,22,17,114,175,163,17,95,105,57,57,45.0,44.0
57,454,35,20,20,446,447,460,49,24,16,106,210,186,16,112,99,57,57,33.0,46.0
57,454,26,25,37,447,446,459,27,26,15,114,175,191,15,67,96,57,57,29.0,44.0
55,447,17,26,24,444,443,452,35,41,15,112,133,112,15,52,34,55,55,32.0,46.0
57,455,44,27,40,445,446,450,34,29,12,106,168,170,12,90,101,57,57,33.0,46.0
55,460,47,33,41,454,450,453,48,29,18,112,210,164,18,103,104,55,55,30.0,46.0
57,456,35,33,32,451,449,462,59,49,22,112,182,159,22,82,65,57,57,29.0,44.0
57,454,26,22,32,448,448,464,53,36,17,113,154,130,17,86,103,57,57,31.0,45.0
57,451,33,22,29,449,449,460,35,35,15,110,182,140,15,116,81,57,57,46.0,45.0
57,450,32,24,30,450,449,453,51,39,16,114,252,204,16,97,99,57,57,45.0,43.0
57,458,37,27,18,443,445,453,59,44,11,112,175,163,11,118,95,57,57,32.0,45.0
57,451,33,20,27,447,446,464,49,20,13,102,224,196,13,104,84,57,57,29.0,45.0
57,458,44,35,46,453,452,457,53,49,19,114,196,166,19,82,65,57,57,46.0,45.0
57,450,38,16,26,445,444,458,31,35,20,102,196,155,20,106,95,57,57,33.0,44.0
57,452,33,20,20,447,445,458,44,22,14,114,217,169,14,98,80,57,57,32.0,45.0
57,459,32,41,26,450,451,457,51,35,18,112,182,164,18,103,82,57,57,47.0,45.0
57,451,24,29,31,447,447,462,55,42,17,114,126,112,17,80,85,57,57,31.0,46.0
57,448,26,12,33,445,444,449,43,45,13,114,70,71,13,55,68,57,57,30.0,41.0
57,457,44,22,33,449,450,458,51,26,14,102,224,185,14,107,85,57,57,29.0,45.0
51,443,27,16,22,442,444,456,55,29,19,108,140,170,19,54,78,51,51,28.0,41.0
51,456,35,18,22,446,444,458,29,31,13,108,182,152,13,90,94,51,51,31.0,46.0
57,459,39,36,44,456,450,459,51,37,22,110,196,156,22,96,63,57,57,31.0,46.0
57,449,18,20,27,447,447,459,60,35,15,102,147,110,15,69,79,57,57,30.0,45.0
57,452,26,28,35,456,452,456,40,60,20,110,189,170,20,79,80,57,57,28.0,46.0
57,458,71,18,22,447,444,450,51,46,17,114,245,181,17,135,96,57,57,33.0,47.0
57,458,58,35,48,452,454,462,66,28,19,114,203,193,19,101,102,57,57,43.0,42.0
57,462,43,26,42,455,454,463,53,39,20,114,217,188,20,110,99,57,57,46.0,43.0
57,452,35,22,31,449,448,456,50,37,25,104,224,186,25,114,100,57,57,31.0,44.0
57,452,41,27,34,444,441,448,48,60,15,114,238,166,15,117,78,57,57,30.0,46.0
57,454,32,24,42,451,449,463,58,26,18,104,217,186,18,115,94,57,57,46.0,46.0
43,446,41,25,29,447,447,449,47,43,19,96,196,186,19,97,99,43,43,30.0,46.0
57,452,31,20,39,447,448,457,35,30,16,114,189,163,16,100,91,57,57,29.0,45.0
57,454,26,41,30,451,448,460,24,26,27,106,154,132,27,71,77,57,57,32.0,46.0
57,458,45,22,49,454,452,459,61,43,14,110,168,132,14,86,80,57,57,31.0,46.0
55,446,24,23,25,442,442,446,37,34,16,98,238,178,16,107,79,55,55,21.0,46.0
57,456,39,24,26,450,448,452,42,37,16,114,196,164,16,115,87,57,57,45.0,44.0
57,452,34,30,31,450,446,458,68,39,12,114,182,149,12,83,82,57,57,32.0,46.0
57,451,51,23,18,446,446,455,43,16,16,114,133,89,16,86,99,57,57,30.0,45.0
57,458,45,20,28,447,446,454,49,34,20,114,231,187,20,114,96,57,57,30.0,45.0
57,450,24,31,39,449,449,459,56,36,16,106,154,131,16,94,87,57,57,31.0,46.0
57,461,43,24,33,454,447,453,38,43,23,114,161,145,23,76,76,57,57,31.0,46.0
57,452,44,20,37,451,449,454,52,49,17,112,182,141,17,82,62,57,57,31.0,46.0
53,448,42,20,30,447,448,454,87,33,12,110,238,182,12,98,97,53,53,31.0,46.0
57,452,33,30,35,452,449,453,47,46,15,114,231,187,15,92,98,57,57,29.0,45.0
57,454,45,20,27,449,449,460,49,27,15,114,133,110,15,65,80,57,57,29.0,46.0
57,454,24,24,30,454,451,463,60,49,19,108,224,188,19,88,83,57,57,45.0,45.0
55,456,33,22,33,453,451,455,58,22,23,112,231,169,23,112,82,55,57,29.0,45.0
57,458,28,34,37,453,445,454,43,26,17,104,161,110,17,105,78,57,57,33.0,44.0
57,456,37,20,37,451,451,458,43,24,16,98,245,207,16,93,83,57,57,29.0,44.0
57,455,67,20,31,450,450,459,42,44,15,114,133,111,15,96,80,57,57,29.0,44.0
57,456,44,16,18,446,446,450,64,51,12,112,154,141,12,71,79,57,57,30.0,46.0
51,454,32,18,34,446,447,456,48,42,15,102,133,148,15,82,84,51,51,27.0,41.0
57,456,35,31,22,452,451,458,52,31,19,98,245,211,19,96,83,57,57,44.0,45.0
51,445,20,31,30,450,444,455,67,46,22,108,210,192,22,86,66,51,51,32.0,46.0
57,451,26,18,18,443,443,456,67,35,14,114,147,133,14,78,99,57,57,31.0,46.0
55,464,45,35,36,453,448,460,55,38,15,109,161,131,15,91,97,55,55,28.0,41.0
57,453,26,27,30,450,445,455,54,32,22,114,147,112,22,77,65,57,57,28.0,45.0
57,450,31,34,30,453,452,456,41,31,20,114,168,166,20,68,66,57,57,32.0,46.0
57,452,29,27,18,445,445,448,56,44,15,96,210,177,15,92,95,57,57,32.0,45.0
57,459,39,31,22,449,449,457,38,35,21,114,196,162,21,104,101,57,57,29.0,44.0
51,452,22,33,49,453,450,456,37,34,15,98,168,187,15,64,97,51,51,29.0,45.0
57,459,50,19,22,450,448,454,48,42,17,114,189,189,17,102,95,57,57,,45.0
57,454,35,31,34,450,448,452,47,22,16,114,182,161,16,89,83,57,57,45.0,45.0
55,456,33,39,32,449,446,458,61,43,20,112,154,138,20,73,65,55,55,30.0,45.0
57,452,31,31,36,449,448,460,48,35,20,110,203,188,20,90,82,57,57,31.0,44.0
57,450,36,14,20,443,443,452,48,29,11,110,189,163,11,104,96,57,57,31.0,46.0
51,451,39,23,14,441,442,452,51,15,9,108,98,105,9,63,77,51,51,27.0,46.0
57,459,50,20,24,447,444,450,80,32,14,114,196,158,14,112,102,57,57,31.0,46.0
57,452,46,16,26,446,443,456,68,20,13,114,217,179,13,128,99,57,57,32.0,46.0
57,462,45,31,24,450,450,454,47,41,19,106,224,186,19,100,95,57,57,30.0,43.0
53,454,42,23,27,444,444,456,33,26,10,108,189,155,10,122,99,53,57,33.0,46.0
57,457,44,22,35,451,447,457,72,32,18,114,140,134,18,85,68,57,57,30.0,45.0
49,452,34,33,30,453,449,460,43,37,21,92,217,217,21,94,81,49,49,31.0,43.0
57,459,50,20,33,448,448,454,36,35,14,106,168,169,14,92,79,57,57,30.0,45.0
51,450,39,28,24,446,444,449,67,63,12,108,203,163,12,124,96,51,51,33.0,46.0
57,459,50,24,32,452,452,453,50,37,16,114,175,159,16,66,63,57,57,28.0,45.0
57,450,37,16,42,449,444,456,36,43,13,112,133,133,13,63,76,57,57,32.0,45.0
57,449,18,29,36,449,450,456,37,26,16,110,161,135,16,64,61,57,57,32.0,43.0
57,453,33,22,22,449,447,455,55,38,24,114,175,133,24,95,99,57,57,29.0,45.0
57,452,42,18,27,446,444,452,52,38,12,114,217,161,12,121,66,57,57,32.0,46.0
57,453,33,31,28,450,448,456,40,35,14,114,224,185,14,87,62,57,57,32.0,46.0
57,451,18,22,28,445,442,457,64,27,16,102,119,110,16,64,79,57,57,32.0,45.0
57,459,41,33,33,451,450,458,40,60,16,112,196,169,16,109,98,57,57,47.0,46.0
57,457,38,24,39,455,451,457,34,35,15,110,238,192,15,100,80,57,57,43.0,46.0
57,452,35,30,22,447,447,462,62,22,23,114,168,140,23,102,87,57,57,31.0,45.0
57,453,44,16,40,449,448,461,42,37,18,114,203,185,18,88,67,57,57,33.0,44.0
57,452,44,33,33,450,449,459,38,30,15,114,231,187,15,99,97,57,57,33.0,45.0
57,460,41,35,32,454,448,464,61,43,16,113,154,128,16,82,47,57,57,32.0,46.0
57,454,26,47,38,458,450,459,32,30,18,112,217,211,18,71,81,57,57,44.0,46.0
57,454,65,16,24,447,443,446,64,29,16,112,252,188,16,128,97,57,57,32.0,46.0
57,451,41,29,35,447,445,448,44,40,20,114,112,100,20,89,99,57,57,21.0,46.0
57,451,20,25,25,445,445,456,41,56,15,114,119,107,15,59,35,57,57,32.0,46.0
57,458,47,35,43,453,450,461,46,35,19,110,203,184,19,100,97,57,57,30.0,45.0
55,454,34,28,24,447,445,456,28,51,17,112,217,182,17,104,82,55,57,32.0,44.0
57,454,46,22,30,449,449,459,49,24,15,112,238,186,15,115,84,57,57,45.0,45.0
57,465,52,22,22,448,449,464,47,44,20,110,224,210,20,114,105,57,57,44.0,43.0
57,451,30,31,30,452,446,458,24,41,17,114,168,166,17,90,86,57,57,46.0,42.0
57,457,36,31,33,450,448,454,45,36,16,114,203,179,16,102,97,57,57,31.0,45.0
57,454,44,24,35,453,451,453,32,48,28,108,175,140,28,91,79,57,57,29.0,44.0
57,455,35,24,24,452,451,459,52,48,18,108,196,168,18,99,84,57,57,44.0,45.0
57,452,42,31,37,449,445,453,51,31,24,112,161,139,24,78,64,57,57,31.0,46.0
57,459,49,26,42,457,452,458,42,24,21,114,154,133,21,90,99,57,57,31.0,46.0
57,460,28,22,29,448,447,456,51,37,14,112,196,164,14,86,86,57,57,42.0,45.0
51,445,15,16,23,443,442,452,36,39,13,108,147,164,13,72,95,51,51,28.0,41.0
57,454,28,34,30,454,446,456,47,43,18,114,161,159,18,86,99,57,57,31.0,44.0
57,458,30,28,41,458,453,458,30,43,17,110,196,164,17,89,82,57,57,44.0,44.0
47,454,52,40,35,452,444,458,56,42,14,104,224,214,14,98,97,47,47,30.0,45.0
57,454,34,29,34,449,447,459,41,33,15,110,203,157,15,89,82,57,57,46.0,45.0
57,450,36,23,18,446,440,450,33,31,11,114,196,156,11,90,81,57,57,32.0,45.0
57,454,33,38,18,448,448,453,39,46,17,108,203,163,17,98,67,57,57,30.0,46.0
57,460,48,29,34,452,452,456,45,37,23,113,182,133,23,104,98,57,57,31.0,43.0
57,452,55,14,25,443,444,451,55,24,11,114,175,130,11,104,101,57,57,,45.0
55,454,33,31,29,448,447,453,33,24,15,112,161,142,15,68,63,55,55,31.0,46.0
57,455,77,18,32,446,445,457,54,38,16,110,203,157,16,117,96,57,57,46.0,45.0
57,456,45,34,31,453,451,464,53,40,17,114,217,185,17,97,98,57,57,28.0,43.0
57,452,39,31,48,452,450,458,38,43,22,113,161,127,22,71,48,57,57,32.0,46.0
57,461,39,22,20,448,447,457,47,41,20,112,182,161,20,98,98,57,57,29.0,46.0
57,446,31,29,36,446,446,454,34,46,19,114,252,202,19,95,99,57,57,31.0,46.0
57,461,48,33,30,453,447,457,35,49,25,106,182,162,25,101,96,57,57,32.0,46.0
57,460,39,46,36,458,454,456,45,38,24,114,203,161,24,108,99,57,57,31.0,45.0
57,462,40,33,42,452,449,460,43,39,22,114,252,186,22,129,84,57,57,30.0,45.0
51,454,37,24,24,450,448,455,32,35,18,106,203,163,18,104,101,51,51,32.0,46.0
57,460,46,27,33,446,446,454,62,32,23,109,161,132,23,113,98,57,57,28.0,41.0
57,458,45,31,41,454,452,460,43,32,24,114,196,158,24,91,83,57,57,32.0,44.0
57,449,31,26,26,451,447,453,50,44,17,108,161,134,17,66,48,57,57,31.0,46.0
55,449,27,20,20,446,446,452,39,22,12,108,168,176,12,76,82,55,55,29.0,44.0
55,461,52,22,22,449,449,461,52,35,18,112,161,137,18,75,68,55,55,32.0,44.0
57,460,32,35,31,450,448,464,39,43,18,112,175,168,18,83,97,57,57,30.0,44.0
57,455,20,35,51,453,451,454,32,26,18,112,154,131,18,65,64,57,57,30.0,46.0
57,454,31,29,25,448,446,455,48,29,21,112,210,158,21,97,79,57,57,30.0,43.0
57,458,46,22,24,447,448,460,51,39,14,114,224,188,14,103,68,57,57,33.0,44.0
57,452,33,40,30,453,449,460,37,33,24,108,217,163,24,91,82,57,57,29.0,46.0
57,454,31,41,38,452,450,459,51,37,22,102,182,158,22,65,62,57,57,30.0,44.0
57,464,47,33,28,449,448,451,34,47,14,106,189,160,14,89,76,57,57,33.0,44.0
57,455,34,31,40,453,446,464,47,39,16,114,154,114,16,83,70,57,57,31.0,46.0
57,454,35,29,31,447,447,455,51,30,12,104,182,178,12,112,82,57,57,31.0,45.0
57,449,27,14,40,445,445,447,35,29,13,114,133,139,13,67,98,57,57,32.0,45.0
57,454,28,20,29,446,445,462,32,52,15,110,203,164,15,90,80,57,57,32.0,46.0
57,456,35,30,34,446,446,456,45,33,24,109,161,107,24,91,102,57,57,30.0,44.0
57,459,39,26,55,456,448,457,37,26,16,114,182,168,16,100,97,57,57,45.0,43.0
57,453,34,40,26,450,448,458,35,29,17,114,252,208,17,137,101,57,57,29.0,43.0
57,454,23,26,24,454,448,458,44,37,14,113,175,126,14,98,102,57,57,31.0,43.0
57,446,15,14,16,441,440,448,44,27,10,110,168,142,10,107,96,57,57,33.0,46.0
57,454,37,33,37,452,450,459,41,24,17,110,196,161,17,102,98,57,57,32.0,45.0
57,448,29,24,36,449,448,456,39,35,20,114,154,138,20,76,79,57,57,30.0,45.0
57,453,33,22,24,448,447,467,36,28,14,108,196,191,14,99,99,57,57,30.0,46.0
57,457,44,20,24,450,450,456,58,35,14,112,189,190,14,83,66,57,57,30.0,46.0
57,453,44,33,41,448,448,451,36,22,15,110,175,129,15,103,99,57,57,32.0,46.0
57,447,39,20,22,446,446,459,43,33,13,104,238,190,13,127,99,57,57,30.0,45.0
57,452,40,25,35,448,443,455,41,52,19,113,133,107,19,79,82,57,57,31.0,45.0
57,449,33,16,24,444,442,457,26,16,12,114,182,165,12,96,99,57,57,31.0,46.0
57,462,45,21,22,449,448,452,38,39,14,114,196,185,14,88,99,57,57,47.0,45.0
57,457,39,35,22,453,452,458,54,39,18,112,210,180,18,101,65,57,57,32.0,45.0
53,452,52,42,30,451,449,454,51,34,13,106,196,186,13,81,66,53,53,31.0,46.0
57,459,40,31,20,449,449,454,45,37,17,114,175,139,17,86,79,57,57,27.0,46.0
57,457,43,24,46,451,449,457,41,28,17,110,175,137,17,81,80,57,57,31.0,45.0
57,448,28,16,22,446,444,460,44,39,19,114,203,154,19,117,95,57,57,32.0,46.0
57,454,33,16,25,446,444,457,38,34,14,114,217,182,14,108,96,57,57,31.0,46.0
57,455,34,39,41,456,453,464,39,36,15,114,203,187,15,89,98,57,57,29.0,45.0
55,456,46,39,28,450,446,461,48,28,14,110,189,163,14,79,82,55,55,31.0,46.0
57,452,32,38,26,448,447,462,50,33,20,114,210,179,20,77,96,57,57,30.0,44.0
55,448,18,38,31,447,441,457,53,43,11,92,133,117,11,55,67,55,55,28.0,45.0
57,448,62,32,22,443,442,455,42,35,20,114,189,177,20,132,102,57,57,31.0,46.0
57,457,39,34,42,453,450,459,60,26,17,108,224,179,17,97,68,57,57,32.0,47.0
57,456,37,32,34,454,451,460,49,39,14,114,203,187,14,94,96,57,57,44.0,45.0
57,458,28,31,27,451,450,458,88,26,17,110,196,146,17,89,64,57,57,46.0,
57,451,30,23,34,446,444,451,38,31,16,114,140,141,16,51,67,57,57,30.0,46.0
57,458,48,16,27,443,442,447,69,41,15,114,133,105,15,74,95,57,57,31.0,45.0
57,454,21,38,33,449,446,455,47,44,14,104,168,133,14,75,68,57,57,33.0,46.0
55,464,45,37,35,451,450,456,46,39,23,112,231,188,23,108,85,55,55,29.0,45.0
57,449,26,22,30,449,448,453,55,27,21,92,182,144,21,73,82,57,57,44.0,44.0
57,447,41,27,28,446,445,451,46,31,20,114,126,99,20,89,68,57,57,28.0,41.0
57,453,33,30,28,450,450,459,50,32,17,112,217,173,17,96,82,57,57,28.0,45.0
57,455,35,25,27,447,447,453,32,44,16,114,210,174,16,82,80,57,57,29.0,46.0
57,448,31,18,29,445,446,449,37,31,13,114,217,181,13,107,95,57,57,30.0,44.0
55,455,56,40,31,448,448,452,43,36,27,109,175,133,27,104,65,55,55,32.0,43.0
57,461,40,26,36,450,451,460,51,37,15,114,224,187,15,114,98,57,57,45.0,45.0
57,461,37,22,23,451,451,464,39,47,23,114,126,112,23,80,80,57,57,31.0,44.0
57,456,49,22,30,448,449,459,50,39,14,102,203,187,14,91,102,57,57,32.0,46.0
57,458,39,24,33,453,450,454,34,32,15,112,259,207,15,111,100,57,57,32.0,44.0
57,462,53,37,39,459,453,450,35,47,27,102,224,186,27,95,82,57,57,46.0,45.0
57,454,33,16,18,444,444,454,37,16,20,114,112,76,20,65,46,57,57,30.0,45.0
57,454,35,24,40,451,451,467,54,37,25,114,189,188,25,87,96,57,57,47.0,46.0
57,447,29,25,48,446,445,448,45,29,18,112,224,158,18,94,79,57,57,32.0,45.0
57,459,41,24,29,454,451,463,55,35,17,114,196,153,17,104,96,57,57,30.0,45.0
57,449,31,30,35,449,447,456,33,31,15,114,182,151,15,68,100,57,57,32.0,45.0
57,454,36,29,36,451,447,456,50,31,17,112,189,145,17,92,83,57,57,47.0,45.0
57,457,39,38,30,451,448,452,37,26,17,110,203,187,17,91,84,57,57,31.0,44.0
57,447,20,25,26,448,443,454,41,28,13,103,154,161,13,54,67,57,57,33.0,46.0
57,459,51,38,18,446,446,446,58,46,17,114,210,206,17,72,100,57,57,31.0,45.0
57,454,35,38,47,452,447,462,30,32,15,114,147,145,15,89,85,57,57,44.0,44.0
57,458,37,20,28,449,448,455,49,37,13,112,231,185,13,97,95,57,57,30.0,44.0
53,456,28,33,30,451,447,452,48,39,17,108,168,160,17,95,84,53,53,46.0,46.0
57,461,52,26,28,451,451,457,45,37,15,114,168,133,15,91,62,57,57,31.0,46.0
57,452,31,29,44,447,442,455,59,26,23,98,196,152,23,98,97,57,57,32.0,46.0
57,448,26,14,23,444,444,452,53,44,15,113,119,106,15,74,98,57,57,33.0,46.0
57,460,44,24,35,451,451,459,42,48,23,110,217,197,23,100,81,57,57,44.0,45.0
27,452,33,29,30,448,448,451,35,27,20,84,203,189,20,67,82,27,27,30.0,45.0
57,448,29,25,18,445,446,460,62,20,22,114,238,210,22,105,97,57,57,31.0,46.0
57,457,58,20,27,447,445,455,49,44,29,114,168,156,29,107,98,57,57,32.0,43.0
27,451,52,18,48,447,444,451,40,27,14,84,224,181,14,104,95,27,27,33.0,46.0
57,458,37,24,40,451,449,458,33,26,15,110,203,161,15,115,99,57,57,32.0,45.0
55,453,35,20,24,447,447,456,49,35,13,100,203,186,13,87,99,55,55,31.0,46.0
57,463,41,31,37,450,448,464,57,55,27,112,161,153,27,87,97,57,57,31.0,44.0
57,452,41,27,47,448,446,464,62,35,21,114,161,162,21,79,82,57,57,30.0,46.0
57,449,27,26,27,449,449,454,53,54,21,108,210,186,21,101,78,57,57,46.0,42.0
57,455,36,33,22,451,451,454,36,41,25,110,189,163,25,108,96,57,57,33.0,43.0
57,455,31,25,32,445,442,452,46,29,22,114,182,164,22,74,80,57,57,30.0,46.0
57,457,46,29,24,446,446,452,27,35,14,114,217,180,14,91,98,57,57,31.0,46.0
57,445,12,14,28,446,444,446,96,22,12,114,154,133,12,74,65,57,57,31.0,46.0
57,453,33,29,28,449,446,458,45,40,16,112,196,189,16,97,106,57,57,47.0,45.0
57,447,20,14,14,442,442,454,68,18,14,114,168,110,14,93,68,57,57,33.0,46.0
57,453,33,35,49,452,449,457,54,37,17,114,189,161,17,95,99,57,57,30.0,45.0
57,457,28,24,39,452,452,462,30,39,15,112,224,186,15,113,100,57,57,44.0,46.0
57,454,74,25,22,447,444,452,24,62,16,108,182,156,16,93,51,57,57,33.0,46.0
57,455,48,33,37,452,449,453,50,49,23,114,189,187,23,86,79,57,57,47.0,45.0
57,456,26,31,34,449,450,464,39,24,16,100,182,165,16,94,95,57,57,44.0,46.0
57,453,31,40,31,450,452,461,28,33,17,114,189,159,17,78,97,57,57,31.0,45.0
57,456,39,33,44,453,450,452,39,42,24,106,252,214,24,98,80,57,57,30.0,45.0
57,460,53,26,36,453,450,462,55,41,17,114,203,157,17,112,87,57,57,29.0,45.0
57,456,29,24,31,448,448,460,47,36,17,106,182,136,17,86,83,57,57,31.0,45.0
57,453,35,27,20,443,442,463,54,31,11,112,168,135,11,99,85,57,57,31.0,45.0
57,454,26,45,37,455,452,459,41,43,18,106,189,160,18,71,62,57,57,31.0,45.0
57,454,36,29,29,450,450,455,39,35,18,114,147,112,18,74,64,57,57,31.0,46.0
